,Assigned_group,identified_compounds_count,identified_Terpenoids_count,mean_identified_as_Terpenoids,expected_total_mean_for_Terpenoids,weigthing_factor_for_Terpenoids,norm_mean_identified_as_Terpenoids,identified_Fatty acids_count,mean_identified_as_Fatty acids,expected_total_mean_for_Fatty acids,weigthing_factor_for_Fatty acids,norm_mean_identified_as_Fatty acids,identified_Polyketides_count,mean_identified_as_Polyketides,expected_total_mean_for_Polyketides,weigthing_factor_for_Polyketides,norm_mean_identified_as_Polyketides,identified_Carbohydrates_count,mean_identified_as_Carbohydrates,expected_total_mean_for_Carbohydrates,weigthing_factor_for_Carbohydrates,norm_mean_identified_as_Carbohydrates,identified_Amino acids and Peptides_count,mean_identified_as_Amino acids and Peptides,expected_total_mean_for_Amino acids and Peptides,weigthing_factor_for_Amino acids and Peptides,norm_mean_identified_as_Amino acids and Peptides,identified_Shikimates and Phenylpropanoids_count,mean_identified_as_Shikimates and Phenylpropanoids,expected_total_mean_for_Shikimates and Phenylpropanoids,weigthing_factor_for_Shikimates and Phenylpropanoids,norm_mean_identified_as_Shikimates and Phenylpropanoids,identified_Alkaloids_count,mean_identified_as_Alkaloids,expected_total_mean_for_Alkaloids,weigthing_factor_for_Alkaloids,norm_mean_identified_as_Alkaloids,number_of_apparent_categories,binary_identified_as_Terpenoids,binary_identified_as_Fatty acids,binary_identified_as_Polyketides,binary_identified_as_Carbohydrates,binary_identified_as_Amino acids and Peptides,binary_identified_as_Shikimates and Phenylpropanoids,binary_identified_as_Alkaloids
10,ZIM,1150,512,0.44521739130434784,0.40488565488565487,1.0,0.44521739130434784,11,0.009565217391304347,0.03299749453595607,1.0,0.009565217391304347,51,0.04434782608695652,0.08793112639266486,1.0,0.04434782608695652,15,0.013043478260869565,0.015761323453631147,1.0,0.013043478260869565,37,0.03217391304347826,0.012998205305897613,1.0,0.03217391304347826,116,0.10086956521739131,0.18286777902162518,1.0,0.10086956521739131,408,0.35478260869565215,0.2625584164045702,1.0,0.35478260869565215,7,1,1,1,1,1,1,1
11,DJI,272,191,0.7022058823529411,0.40488565488565487,0.9999999999886295,0.7022058823495605,6,0.022058823529411766,0.03299749453595607,0.9999999999886295,0.022058823529536142,10,0.03676470588235294,0.08793112639266486,0.9999999999886295,0.03676470588293473,4,0.014705882352941176,0.015761323453631147,0.9999999999886295,0.014705882352953177,1,0.003676470588235294,0.012998205305897613,0.9999999999886295,0.003676470588341286,44,0.16176470588235295,0.18286777902162518,0.9999999999886295,0.1617647058825929,16,0.058823529411764705,0.2625584164045702,0.9999999999886295,0.05882352941408126,7,1,1,1,1,1,1,1
12,ERI,429,318,0.7412587412587412,0.40488565488565487,1.0,0.7412587412587412,6,0.013986013986013986,0.03299749453595607,1.0,0.013986013986013986,21,0.04895104895104895,0.08793112639266486,1.0,0.04895104895104895,6,0.013986013986013986,0.015761323453631147,1.0,0.013986013986013986,2,0.004662004662004662,0.012998205305897613,1.0,0.004662004662004662,59,0.13752913752913754,0.18286777902162518,1.0,0.13752913752913754,17,0.039627039627039624,0.2625584164045702,1.0,0.039627039627039624,7,1,1,1,1,1,1,1
13,ETH,1146,578,0.5043630017452007,0.40488565488565487,1.0,0.5043630017452007,85,0.07417102966841187,0.03299749453595607,1.0,0.07417102966841187,91,0.07940663176265271,0.08793112639266486,1.0,0.07940663176265271,22,0.019197207678883072,0.015761323453631147,1.0,0.019197207678883072,60,0.05235602094240838,0.012998205305897613,1.0,0.05235602094240838,161,0.14048865619546247,0.18286777902162518,1.0,0.14048865619546247,149,0.1300174520069808,0.2625584164045702,1.0,0.1300174520069808,7,1,1,1,1,1,1,1
14,RWA,692,303,0.43786127167630057,0.40488565488565487,1.0,0.43786127167630057,8,0.011560693641618497,0.03299749453595607,1.0,0.011560693641618497,74,0.1069364161849711,0.08793112639266486,1.0,0.1069364161849711,12,0.017341040462427744,0.015761323453631147,1.0,0.017341040462427744,35,0.05057803468208093,0.012998205305897613,1.0,0.05057803468208093,89,0.12861271676300579,0.18286777902162518,1.0,0.12861271676300579,171,0.24710982658959538,0.2625584164045702,1.0,0.24710982658959538,7,1,1,1,1,1,1,1
15,SOC,251,165,0.6573705179282868,0.40488565488565487,0.9999999999071467,0.6573705179048427,6,0.02390438247011952,0.03299749453595607,0.9999999999071467,0.023904382470963846,20,0.0796812749003984,0.08793112639266486,0.9999999999071467,0.07968127490116443,3,0.01195219123505976,0.015761323453631147,0.9999999999071467,0.011952191235413452,0,0.0,0.012998205305897613,0.9999999999071467,1.2069260048238448e-12,42,0.16733067729083664,0.18286777902162518,0.9999999999071467,0.1673306772922793,15,0.05976095617529881,0.2625584164045702,0.9999999999071467,0.05976095619412922,6,1,1,1,1,0,1,1
16,SOM,696,347,0.4985632183908046,0.40488565488565487,1.0,0.4985632183908046,11,0.015804597701149427,0.03299749453595607,1.0,0.015804597701149427,63,0.09051724137931035,0.08793112639266486,1.0,0.09051724137931035,6,0.008620689655172414,0.015761323453631147,1.0,0.008620689655172414,33,0.04741379310344827,0.012998205305897613,1.0,0.04741379310344827,71,0.10201149425287356,0.18286777902162518,1.0,0.10201149425287356,165,0.23706896551724138,0.2625584164045702,1.0,0.23706896551724138,7,1,1,1,1,1,1,1
17,UGA,1464,613,0.4187158469945355,0.40488565488565487,1.0,0.4187158469945355,27,0.018442622950819672,0.03299749453595607,1.0,0.018442622950819672,105,0.07172131147540983,0.08793112639266486,1.0,0.07172131147540983,24,0.01639344262295082,0.015761323453631147,1.0,0.01639344262295082,45,0.030737704918032786,0.012998205305897613,1.0,0.030737704918032786,143,0.0976775956284153,0.18286777902162518,1.0,0.0976775956284153,507,0.3463114754098361,0.2625584164045702,1.0,0.3463114754098361,7,1,1,1,1,1,1,1
18,YEM,577,407,0.7053726169844021,0.40488565488565487,1.0,0.7053726169844021,9,0.01559792027729636,0.03299749453595607,1.0,0.01559792027729636,18,0.03119584055459272,0.08793112639266486,1.0,0.03119584055459272,6,0.010398613518197574,0.015761323453631147,1.0,0.010398613518197574,3,0.005199306759098787,0.012998205305897613,1.0,0.005199306759098787,61,0.10571923743500866,0.18286777902162518,1.0,0.10571923743500866,73,0.1265164644714038,0.2625584164045702,1.0,0.1265164644714038,7,1,1,1,1,1,1,1
19,ANG,1357,447,0.32940309506263815,0.40488565488565487,1.0,0.32940309506263815,22,0.016212232866617538,0.03299749453595607,1.0,0.016212232866617538,87,0.06411201179071481,0.08793112639266486,1.0,0.06411201179071481,20,0.014738393515106854,0.015761323453631147,1.0,0.014738393515106854,47,0.034635224760501106,0.012998205305897613,1.0,0.034635224760501106,149,0.10980103168754606,0.18286777902162518,1.0,0.10980103168754606,585,0.43109801031687545,0.2625584164045702,1.0,0.43109801031687545,7,1,1,1,1,1,1,1
20,NAM,420,295,0.7023809523809523,0.40488565488565487,1.0,0.7023809523809523,8,0.01904761904761905,0.03299749453595607,1.0,0.01904761904761905,5,0.011904761904761904,0.08793112639266486,1.0,0.011904761904761904,10,0.023809523809523808,0.015761323453631147,1.0,0.023809523809523808,4,0.009523809523809525,0.012998205305897613,1.0,0.009523809523809525,56,0.13333333333333333,0.18286777902162518,1.0,0.13333333333333333,42,0.1,0.2625584164045702,1.0,0.1,7,1,1,1,1,1,1,1
21,BEN,1422,563,0.3959212376933896,0.40488565488565487,1.0,0.3959212376933896,44,0.030942334739803096,0.03299749453595607,1.0,0.030942334739803096,44,0.030942334739803096,0.08793112639266486,1.0,0.030942334739803096,21,0.014767932489451477,0.015761323453631147,1.0,0.014767932489451477,11,0.007735583684950774,0.012998205305897613,1.0,0.007735583684950774,190,0.13361462728551335,0.18286777902162518,1.0,0.13361462728551335,549,0.3860759493670886,0.2625584164045702,1.0,0.3860759493670886,7,1,1,1,1,1,1,1
22,BKN,870,475,0.5459770114942529,0.40488565488565487,1.0,0.5459770114942529,18,0.020689655172413793,0.03299749453595607,1.0,0.020689655172413793,16,0.01839080459770115,0.08793112639266486,1.0,0.01839080459770115,12,0.013793103448275862,0.015761323453631147,1.0,0.013793103448275862,2,0.0022988505747126436,0.012998205305897613,1.0,0.0022988505747126436,123,0.1413793103448276,0.18286777902162518,1.0,0.1413793103448276,224,0.2574712643678161,0.2625584164045702,1.0,0.2574712643678161,7,1,1,1,1,1,1,1
23,BUR,830,338,0.4072289156626506,0.40488565488565487,1.0,0.4072289156626506,9,0.010843373493975903,0.03299749453595607,1.0,0.010843373493975903,78,0.09397590361445783,0.08793112639266486,1.0,0.09397590361445783,12,0.014457831325301205,0.015761323453631147,1.0,0.014457831325301205,37,0.04457831325301205,0.012998205305897613,1.0,0.04457831325301205,101,0.1216867469879518,0.18286777902162518,1.0,0.1216867469879518,255,0.3072289156626506,0.2625584164045702,1.0,0.3072289156626506,7,1,1,1,1,1,1,1
24,CHA,781,503,0.6440460947503202,0.40488565488565487,1.0,0.6440460947503202,16,0.020486555697823303,0.03299749453595607,1.0,0.020486555697823303,28,0.03585147247119078,0.08793112639266486,1.0,0.03585147247119078,8,0.010243277848911651,0.015761323453631147,1.0,0.010243277848911651,2,0.002560819462227913,0.012998205305897613,1.0,0.002560819462227913,120,0.15364916773367476,0.18286777902162518,1.0,0.15364916773367476,104,0.13316261203585147,0.2625584164045702,1.0,0.13316261203585147,7,1,1,1,1,1,1,1
25,CMN,1781,607,0.34081976417742843,0.40488565488565487,1.0,0.34081976417742843,44,0.024705221785513758,0.03299749453595607,1.0,0.024705221785513758,56,0.031443009545199324,0.08793112639266486,1.0,0.031443009545199324,22,0.012352610892756879,0.015761323453631147,1.0,0.012352610892756879,13,0.0072992700729927005,0.012998205305897613,1.0,0.0072992700729927005,215,0.12071869736103313,0.18286777902162518,1.0,0.12071869736103313,824,0.4626614261650758,0.2625584164045702,1.0,0.4626614261650758,7,1,1,1,1,1,1,1
26,GHA,1520,576,0.37894736842105264,0.40488565488565487,1.0,0.37894736842105264,44,0.02894736842105263,0.03299749453595607,1.0,0.02894736842105263,52,0.034210526315789476,0.08793112639266486,1.0,0.034210526315789476,22,0.014473684210526316,0.015761323453631147,1.0,0.014473684210526316,12,0.007894736842105263,0.012998205305897613,1.0,0.007894736842105263,213,0.1401315789473684,0.18286777902162518,1.0,0.1401315789473684,601,0.39539473684210524,0.2625584164045702,1.0,0.39539473684210524,7,1,1,1,1,1,1,1
27,GNB,1038,470,0.4527938342967245,0.40488565488565487,1.0,0.4527938342967245,24,0.023121387283236993,0.03299749453595607,1.0,0.023121387283236993,43,0.041425818882466284,0.08793112639266486,1.0,0.041425818882466284,14,0.01348747591522158,0.015761323453631147,1.0,0.01348747591522158,11,0.010597302504816955,0.012998205305897613,1.0,0.010597302504816955,172,0.16570327552986513,0.18286777902162518,1.0,0.16570327552986513,304,0.2928709055876686,0.2625584164045702,1.0,0.2928709055876686,7,1,1,1,1,1,1,1
28,GUI,1430,563,0.39370629370629373,0.40488565488565487,1.0,0.39370629370629373,44,0.03076923076923077,0.03299749453595607,1.0,0.03076923076923077,44,0.03076923076923077,0.08793112639266486,1.0,0.03076923076923077,20,0.013986013986013986,0.015761323453631147,1.0,0.013986013986013986,12,0.008391608391608392,0.012998205305897613,1.0,0.008391608391608392,204,0.14265734265734265,0.18286777902162518,1.0,0.14265734265734265,543,0.3797202797202797,0.2625584164045702,1.0,0.3797202797202797,7,1,1,1,1,1,1,1
29,IVO,1480,561,0.37905405405405407,0.40488565488565487,1.0,0.37905405405405407,44,0.02972972972972973,0.03299749453595607,1.0,0.02972972972972973,51,0.03445945945945946,0.08793112639266486,1.0,0.03445945945945946,20,0.013513513513513514,0.015761323453631147,1.0,0.013513513513513514,12,0.008108108108108109,0.012998205305897613,1.0,0.008108108108108109,208,0.14054054054054055,0.18286777902162518,1.0,0.14054054054054055,584,0.3945945945945946,0.2625584164045702,1.0,0.3945945945945946,7,1,1,1,1,1,1,1
30,MLI,838,507,0.6050119331742243,0.40488565488565487,1.0,0.6050119331742243,16,0.01909307875894988,0.03299749453595607,1.0,0.01909307875894988,17,0.02028639618138425,0.08793112639266486,1.0,0.02028639618138425,8,0.00954653937947494,0.015761323453631147,1.0,0.00954653937947494,2,0.002386634844868735,0.012998205305897613,1.0,0.002386634844868735,125,0.14916467780429593,0.18286777902162518,1.0,0.14916467780429593,163,0.19451073985680192,0.2625584164045702,1.0,0.19451073985680192,7,1,1,1,1,1,1,1
31,MTN,357,296,0.8291316526610645,0.40488565488565487,0.9999999999999978,0.8291316526610635,6,0.01680672268907563,0.03299749453595607,0.9999999999999978,0.016806722689075664,3,0.008403361344537815,0.08793112639266486,0.9999999999999978,0.008403361344537992,3,0.008403361344537815,0.015761323453631147,0.9999999999999978,0.00840336134453783,1,0.0028011204481792717,0.012998205305897613,0.9999999999999978,0.0028011204481792947,21,0.058823529411764705,0.18286777902162518,0.9999999999999978,0.05882352941176498,27,0.07563025210084033,0.2625584164045702,0.9999999999999978,0.07563025210084075,7,1,1,1,1,1,1,1
32,NGA,1789,633,0.3538289547233091,0.40488565488565487,1.0,0.3538289547233091,46,0.025712688652878703,0.03299749453595607,1.0,0.025712688652878703,57,0.03186137506987144,0.08793112639266486,1.0,0.03186137506987144,24,0.013415315818893237,0.015761323453631147,1.0,0.013415315818893237,13,0.0072666294019005035,0.012998205305897613,1.0,0.0072666294019005035,226,0.12632755729457798,0.18286777902162518,1.0,0.12632755729457798,790,0.44158747903856904,0.2625584164045702,1.0,0.44158747903856904,7,1,1,1,1,1,1,1
33,NGR,580,469,0.8086206896551724,0.40488565488565487,1.0,0.8086206896551724,12,0.020689655172413793,0.03299749453595607,1.0,0.020689655172413793,4,0.006896551724137931,0.08793112639266486,1.0,0.006896551724137931,5,0.008620689655172414,0.015761323453631147,1.0,0.008620689655172414,1,0.0017241379310344827,0.012998205305897613,1.0,0.0017241379310344827,56,0.09655172413793103,0.18286777902162518,1.0,0.09655172413793103,33,0.056896551724137934,0.2625584164045702,1.0,0.056896551724137934,7,1,1,1,1,1,1,1
34,OMA,496,334,0.6733870967741935,0.40488565488565487,1.0,0.6733870967741935,8,0.016129032258064516,0.03299749453595607,1.0,0.016129032258064516,19,0.038306451612903226,0.08793112639266486,1.0,0.038306451612903226,4,0.008064516129032258,0.015761323453631147,1.0,0.008064516129032258,2,0.004032258064516129,0.012998205305897613,1.0,0.004032258064516129,55,0.11088709677419355,0.18286777902162518,1.0,0.11088709677419355,74,0.14919354838709678,0.2625584164045702,1.0,0.14919354838709678,7,1,1,1,1,1,1,1
35,SAU,630,431,0.6841269841269841,0.40488565488565487,1.0,0.6841269841269841,8,0.012698412698412698,0.03299749453595607,1.0,0.012698412698412698,32,0.050793650793650794,0.08793112639266486,1.0,0.050793650793650794,6,0.009523809523809525,0.015761323453631147,1.0,0.009523809523809525,2,0.0031746031746031746,0.012998205305897613,1.0,0.0031746031746031746,75,0.11904761904761904,0.18286777902162518,1.0,0.11904761904761904,76,0.12063492063492064,0.2625584164045702,1.0,0.12063492063492064,7,1,1,1,1,1,1,1
36,SEN,991,493,0.49747729566094856,0.40488565488565487,1.0,0.49747729566094856,15,0.015136226034308779,0.03299749453595607,1.0,0.015136226034308779,40,0.04036326942482341,0.08793112639266486,1.0,0.04036326942482341,8,0.008072653884964682,0.015761323453631147,1.0,0.008072653884964682,3,0.0030272452068617556,0.012998205305897613,1.0,0.0030272452068617556,154,0.15539858728557013,0.18286777902162518,1.0,0.15539858728557013,278,0.2805247225025227,0.2625584164045702,1.0,0.2805247225025227,7,1,1,1,1,1,1,1
37,SUD,1723,750,0.4352872896111434,0.40488565488565487,1.0,0.4352872896111434,95,0.05513639001741149,0.03299749453595607,1.0,0.05513639001741149,110,0.06384213580963435,0.08793112639266486,1.0,0.06384213580963435,40,0.023215322112594312,0.015761323453631147,1.0,0.023215322112594312,69,0.04004643064422519,0.012998205305897613,1.0,0.04004643064422519,243,0.14103308183401045,0.18286777902162518,1.0,0.14103308183401045,416,0.24143934997098085,0.2625584164045702,1.0,0.24143934997098085,7,1,1,1,1,1,1,1
38,TOG,1015,433,0.4266009852216749,0.40488565488565487,1.0,0.4266009852216749,26,0.02561576354679803,0.03299749453595607,1.0,0.02561576354679803,42,0.041379310344827586,0.08793112639266486,1.0,0.041379310344827586,19,0.0187192118226601,0.015761323453631147,1.0,0.0187192118226601,11,0.01083743842364532,0.012998205305897613,1.0,0.01083743842364532,148,0.1458128078817734,0.18286777902162518,1.0,0.1458128078817734,336,0.3310344827586207,0.2625584164045702,1.0,0.3310344827586207,7,1,1,1,1,1,1,1
39,ASS,2406,886,0.36824605153782214,0.40488565488565487,1.0,0.36824605153782214,109,0.04530340814630091,0.03299749453595607,1.0,0.04530340814630091,237,0.09850374064837905,0.08793112639266486,1.0,0.09850374064837905,24,0.00997506234413965,0.015761323453631147,1.0,0.00997506234413965,42,0.017456359102244388,0.012998205305897613,1.0,0.017456359102244388,441,0.18329177057356608,0.18286777902162518,1.0,0.18329177057356608,667,0.2772236076475478,0.2625584164045702,1.0,0.2772236076475478,7,1,1,1,1,1,1,1
40,BAN,2799,1166,0.4165773490532333,0.40488565488565487,1.0,0.4165773490532333,80,0.0285816362986781,0.03299749453595607,1.0,0.0285816362986781,201,0.07181136120042872,0.08793112639266486,1.0,0.07181136120042872,29,0.010360843158270811,0.015761323453631147,1.0,0.010360843158270811,41,0.014648088603072526,0.012998205305897613,1.0,0.014648088603072526,513,0.1832797427652733,0.18286777902162518,1.0,0.1832797427652733,769,0.2747409789210432,0.2625584164045702,1.0,0.2747409789210432,7,1,1,1,1,1,1,1
41,CBD,3191,1140,0.35725477906612346,0.40488565488565487,1.0,0.35725477906612346,87,0.027264180507677843,0.03299749453595607,1.0,0.027264180507677843,172,0.05390159824506424,0.08793112639266486,1.0,0.05390159824506424,23,0.007207771858351614,0.015761323453631147,1.0,0.007207771858351614,11,0.0034471952366029457,0.012998205305897613,1.0,0.0034471952366029457,508,0.15919774365402695,0.18286777902162518,1.0,0.15919774365402695,1250,0.3917267314321529,0.2625584164045702,1.0,0.3917267314321529,7,1,1,1,1,1,1,1
42,CHC,4783,1848,0.38636838804097845,0.40488565488565487,1.0,0.38636838804097845,94,0.01965293748693289,0.03299749453595607,1.0,0.01965293748693289,420,0.08781099728204056,0.08793112639266486,1.0,0.08781099728204056,65,0.013589797198411038,0.015761323453631147,1.0,0.013589797198411038,77,0.01609868283504077,0.012998205305897613,1.0,0.01609868283504077,851,0.17792180639765837,0.18286777902162518,1.0,0.17792180639765837,1428,0.2985573907589379,0.2625584164045702,1.0,0.2985573907589379,7,1,1,1,1,1,1,1
43,CHS,3925,1565,0.39872611464968155,0.40488565488565487,1.0,0.39872611464968155,90,0.022929936305732482,0.03299749453595607,1.0,0.022929936305732482,374,0.09528662420382165,0.08793112639266486,1.0,0.09528662420382165,44,0.011210191082802547,0.015761323453631147,1.0,0.011210191082802547,60,0.015286624203821656,0.012998205305897613,1.0,0.015286624203821656,667,0.16993630573248408,0.18286777902162518,1.0,0.16993630573248408,1125,0.28662420382165604,0.2625584164045702,1.0,0.28662420382165604,7,1,1,1,1,1,1,1
44,EHM,2149,807,0.3755234993020009,0.40488565488565487,1.0,0.3755234993020009,73,0.03396928804094928,0.03299749453595607,1.0,0.03396928804094928,252,0.11726384364820847,0.08793112639266486,1.0,0.11726384364820847,21,0.009771986970684038,0.015761323453631147,1.0,0.009771986970684038,56,0.026058631921824105,0.012998205305897613,1.0,0.026058631921824105,431,0.20055839925546767,0.18286777902162518,1.0,0.20055839925546767,509,0.2368543508608655,0.2625584164045702,1.0,0.2368543508608655,7,1,1,1,1,1,1,1
45,IND,2873,1147,0.39923424991298295,0.40488565488565487,1.0,0.39923424991298295,95,0.03306648103028194,0.03299749453595607,1.0,0.03306648103028194,238,0.08284023668639054,0.08793112639266486,1.0,0.08284023668639054,30,0.010442046641141664,0.015761323453631147,1.0,0.010442046641141664,58,0.02018795683954055,0.012998205305897613,1.0,0.02018795683954055,513,0.17855899756352245,0.18286777902162518,1.0,0.17855899756352245,792,0.27567003132613993,0.2625584164045702,1.0,0.27567003132613993,7,1,1,1,1,1,1,1
46,LAO,2709,989,0.36507936507936506,0.40488565488565487,1.0,0.36507936507936506,69,0.02547065337763012,0.03299749453595607,1.0,0.02547065337763012,73,0.02694721299372462,0.08793112639266486,1.0,0.02694721299372462,22,0.008121077888519748,0.015761323453631147,1.0,0.008121077888519748,11,0.004060538944259874,0.012998205305897613,1.0,0.004060538944259874,381,0.1406423034330011,0.18286777902162518,1.0,0.1406423034330011,1164,0.42967884828349945,0.2625584164045702,1.0,0.42967884828349945,7,1,1,1,1,1,1,1
47,MLY,3372,835,0.24762752075919336,0.40488565488565487,1.0,0.24762752075919336,141,0.04181494661921708,0.03299749453595607,1.0,0.04181494661921708,187,0.05545670225385528,0.08793112639266486,1.0,0.05545670225385528,21,0.006227758007117438,0.015761323453631147,1.0,0.006227758007117438,55,0.01631079478054567,0.012998205305897613,1.0,0.01631079478054567,441,0.1307829181494662,0.18286777902162518,1.0,0.1307829181494662,1692,0.501779359430605,0.2625584164045702,1.0,0.501779359430605,7,1,1,1,1,1,1,1
