,accepted_species,Animal Richness,Bio1,Assigned_group,number_of_species_in_group
2,Isertia pittieri,753.062548829559,25.1087493896484,261,70
2,Isertia pittieri,753.062548829559,25.1087493896484,262,83
3,Hoppea fastigiata,425.195007966012,,0,67
3,Hoppea fastigiata,425.195007966012,,53,80
3,Hoppea fastigiata,425.195007966012,,75,41
3,Hoppea fastigiata,425.195007966012,,76,82
3,Hoppea fastigiata,425.195007966012,,94,25
3,Hoppea fastigiata,425.195007966012,,112,30
3,Hoppea fastigiata,425.195007966012,,128,58
3,Hoppea fastigiata,425.195007966012,,153,40
3,Hoppea fastigiata,425.195007966012,,161,27
3,Hoppea fastigiata,425.195007966012,,165,74
3,Hoppea fastigiata,425.195007966012,,167,88
3,Hoppea fastigiata,425.195007966012,,185,76
3,Hoppea fastigiata,425.195007966012,,195,65
3,Hoppea fastigiata,425.195007966012,,240,44
3,Hoppea fastigiata,425.195007966012,,261,70
3,Hoppea fastigiata,425.195007966012,,262,83
3,Hoppea fastigiata,425.195007966012,,267,42
3,Hoppea fastigiata,425.195007966012,,295,87
3,Hoppea fastigiata,425.195007966012,,307,28
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,7,61
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,15,61
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,73,73
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,103,86
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,126,45
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,138,78
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,140,80
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,156,68
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,181,75
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,184,68
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,191,76
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,268,77
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,275,35
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,17,37
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,28,14
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,81,30
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,92,65
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,105,83
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,199,74
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,208,58
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,227,28
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,269,32
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,7,61
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,68,22
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,71,70
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,100,13
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,108,51
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,141,75
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,174,48
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,197,82
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,221,35
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,282,66
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,292,53
7,Aidia canthioides,483.0162303160816,22.1282501220703,29,36
7,Aidia canthioides,483.0162303160816,22.1282501220703,54,20
7,Aidia canthioides,483.0162303160816,22.1282501220703,132,64
7,Aidia canthioides,483.0162303160816,22.1282501220703,192,27
7,Aidia canthioides,483.0162303160816,22.1282501220703,220,85
7,Aidia canthioides,483.0162303160816,22.1282501220703,242,63
7,Aidia canthioides,483.0162303160816,22.1282501220703,245,49
7,Aidia canthioides,483.0162303160816,22.1282501220703,249,54
7,Aidia canthioides,483.0162303160816,22.1282501220703,277,21
7,Aidia canthioides,483.0162303160816,22.1282501220703,295,87
7,Aidia canthioides,483.0162303160816,22.1282501220703,301,80
7,Aidia canthioides,483.0162303160816,22.1282501220703,303,58
8,Morinda elliptica,679.0759137574586,26.939374923706048,52,66
8,Morinda elliptica,679.0759137574586,26.939374923706048,56,59
8,Morinda elliptica,679.0759137574586,26.939374923706048,60,83
8,Morinda elliptica,679.0759137574586,26.939374923706048,65,82
8,Morinda elliptica,679.0759137574586,26.939374923706048,163,64
8,Morinda elliptica,679.0759137574586,26.939374923706048,164,65
8,Morinda elliptica,679.0759137574586,26.939374923706048,208,58
8,Morinda elliptica,679.0759137574586,26.939374923706048,240,44
8,Morinda elliptica,679.0759137574586,26.939374923706048,260,21
8,Morinda elliptica,679.0759137574586,26.939374923706048,279,70
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,2,74
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,32,64
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,60,83
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,114,36
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,122,70
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,138,78
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,164,65
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,167,88
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,184,68
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,188,84
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,199,74
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,212,62
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,219,27
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,231,38
10,Saprosma fragrans,676.020618556701,22.1861279736017,4,41
10,Saprosma fragrans,676.020618556701,22.1861279736017,11,33
10,Saprosma fragrans,676.020618556701,22.1861279736017,13,26
10,Saprosma fragrans,676.020618556701,22.1861279736017,52,66
10,Saprosma fragrans,676.020618556701,22.1861279736017,55,38
10,Saprosma fragrans,676.020618556701,22.1861279736017,60,83
10,Saprosma fragrans,676.020618556701,22.1861279736017,89,68
10,Saprosma fragrans,676.020618556701,22.1861279736017,103,86
10,Saprosma fragrans,676.020618556701,22.1861279736017,140,80
10,Saprosma fragrans,676.020618556701,22.1861279736017,184,68
10,Saprosma fragrans,676.020618556701,22.1861279736017,191,76
10,Saprosma fragrans,676.020618556701,22.1861279736017,196,85
10,Saprosma fragrans,676.020618556701,22.1861279736017,214,87
10,Saprosma fragrans,676.020618556701,22.1861279736017,237,84
11,Solenandra mexicana,553.1492246479916,24.9444999694824,46,64
11,Solenandra mexicana,553.1492246479916,24.9444999694824,95,53
11,Solenandra mexicana,553.1492246479916,24.9444999694824,101,66
11,Solenandra mexicana,553.1492246479916,24.9444999694824,105,83
11,Solenandra mexicana,553.1492246479916,24.9444999694824,157,60
11,Solenandra mexicana,553.1492246479916,24.9444999694824,176,30
11,Solenandra mexicana,553.1492246479916,24.9444999694824,184,68
11,Solenandra mexicana,553.1492246479916,24.9444999694824,191,76
11,Solenandra mexicana,553.1492246479916,24.9444999694824,199,74
11,Solenandra mexicana,553.1492246479916,24.9444999694824,218,64
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,36,75
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,73,73
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,81,30
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,89,68
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,296,82
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,301,80
13,Palicourea padifolia,559.7127180168557,19.3520002365112,33,71
13,Palicourea padifolia,559.7127180168557,19.3520002365112,49,88
13,Palicourea padifolia,559.7127180168557,19.3520002365112,96,44
13,Palicourea padifolia,559.7127180168557,19.3520002365112,145,48
13,Palicourea padifolia,559.7127180168557,19.3520002365112,152,75
13,Palicourea padifolia,559.7127180168557,19.3520002365112,155,44
13,Palicourea padifolia,559.7127180168557,19.3520002365112,156,68
13,Palicourea padifolia,559.7127180168557,19.3520002365112,164,65
13,Palicourea padifolia,559.7127180168557,19.3520002365112,167,88
13,Palicourea padifolia,559.7127180168557,19.3520002365112,230,69
13,Palicourea padifolia,559.7127180168557,19.3520002365112,240,44
13,Palicourea padifolia,559.7127180168557,19.3520002365112,248,51
13,Palicourea padifolia,559.7127180168557,19.3520002365112,261,70
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,10,40
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,80,74
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,99,55
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,123,52
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,167,88
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,168,3
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,170,59
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,220,85
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,248,51
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,253,57
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,297,47
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,16,57
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,49,88
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,73,73
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,76,82
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,132,64
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,134,53
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,167,88
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,214,87
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,220,85
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,237,84
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,287,61
16,Swertia swertopsis,239.064864864865,,49,88
16,Swertia swertopsis,239.064864864865,,57,80
16,Swertia swertopsis,239.064864864865,,90,42
16,Swertia swertopsis,239.064864864865,,105,83
16,Swertia swertopsis,239.064864864865,,138,78
16,Swertia swertopsis,239.064864864865,,141,75
16,Swertia swertopsis,239.064864864865,,172,49
16,Swertia swertopsis,239.064864864865,,176,30
16,Swertia swertopsis,239.064864864865,,199,74
16,Swertia swertopsis,239.064864864865,,234,79
16,Swertia swertopsis,239.064864864865,,242,63
16,Swertia swertopsis,239.064864864865,,247,65
16,Swertia swertopsis,239.064864864865,,269,32
16,Swertia swertopsis,239.064864864865,,282,66
16,Swertia swertopsis,239.064864864865,,287,61
17,Bathysa australis,666.1662247106981,19.6600008010864,15,61
17,Bathysa australis,666.1662247106981,19.6600008010864,56,59
17,Bathysa australis,666.1662247106981,19.6600008010864,86,18
17,Bathysa australis,666.1662247106981,19.6600008010864,129,5
17,Bathysa australis,666.1662247106981,19.6600008010864,197,82
17,Bathysa australis,666.1662247106981,19.6600008010864,225,55
17,Bathysa australis,666.1662247106981,19.6600008010864,242,63
17,Bathysa australis,666.1662247106981,19.6600008010864,257,55
17,Bathysa australis,666.1662247106981,19.6600008010864,268,77
18,Neolamarckia cadamba,528.8470747586747,25.4857501983643,4,41
18,Neolamarckia cadamba,528.8470747586747,25.4857501983643,23,88
18,Neolamarckia cadamba,528.8470747586747,25.4857501983643,77,83
18,Neolamarckia cadamba,528.8470747586747,25.4857501983643,105,83
18,Neolamarckia cadamba,528.8470747586747,25.4857501983643,113,40
18,Neolamarckia cadamba,528.8470747586747,25.4857501983643,211,56
18,Neolamarckia cadamba,528.8470747586747,25.4857501983643,220,85
18,Neolamarckia cadamba,528.8470747586747,25.4857501983643,224,43
18,Neolamarckia cadamba,528.8470747586747,25.4857501983643,230,69
19,Tabernaemontana polyneura,776.6875,25.7491997352779,104,58
19,Tabernaemontana polyneura,776.6875,25.7491997352779,119,38
19,Tabernaemontana polyneura,776.6875,25.7491997352779,158,70
19,Tabernaemontana polyneura,776.6875,25.7491997352779,164,65
19,Tabernaemontana polyneura,776.6875,25.7491997352779,166,84
19,Tabernaemontana polyneura,776.6875,25.7491997352779,214,87
19,Tabernaemontana polyneura,776.6875,25.7491997352779,268,77
19,Tabernaemontana polyneura,776.6875,25.7491997352779,285,79
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,4,41
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,41,58
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,45,49
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,59,32
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,96,44
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,113,40
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,114,36
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,122,70
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,162,15
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,166,84
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,196,85
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,234,79
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,236,68
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,257,55
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,267,42
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,278,41
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,288,21
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,303,58
20,Tabernaemontana glabra,565.8554776243218,26.5020008087158,305,57
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,79,48
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,99,55
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,103,86
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,119,38
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,125,14
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,132,64
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,165,74
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,166,84
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,186,53
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,208,58
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,221,35
21,Tabernaemontana divaricata,555.709255096672,26.0475006103516,225,55
22,Hymenodictyon floribundum,574.0572999341617,23.599250793457,1,46
22,Hymenodictyon floribundum,574.0572999341617,23.599250793457,146,70
22,Hymenodictyon floribundum,574.0572999341617,23.599250793457,150,46
22,Hymenodictyon floribundum,574.0572999341617,23.599250793457,245,49
22,Hymenodictyon floribundum,574.0572999341617,23.599250793457,258,71
22,Hymenodictyon floribundum,574.0572999341617,23.599250793457,278,41
23,Hunteria zeylanica,547.286294572672,27.167875289917,86,18
23,Hunteria zeylanica,547.286294572672,27.167875289917,95,53
23,Hunteria zeylanica,547.286294572672,27.167875289917,119,38
23,Hunteria zeylanica,547.286294572672,27.167875289917,127,37
23,Hunteria zeylanica,547.286294572672,27.167875289917,141,75
23,Hunteria zeylanica,547.286294572672,27.167875289917,172,49
23,Hunteria zeylanica,547.286294572672,27.167875289917,181,75
23,Hunteria zeylanica,547.286294572672,27.167875289917,220,85
23,Hunteria zeylanica,547.286294572672,27.167875289917,230,69
23,Hunteria zeylanica,547.286294572672,27.167875289917,250,23
23,Hunteria zeylanica,547.286294572672,27.167875289917,300,24
24,Tripterospermum taiwanense,409.72972972973,17.2552509307861,76,82
24,Tripterospermum taiwanense,409.72972972973,17.2552509307861,118,56
24,Tripterospermum taiwanense,409.72972972973,17.2552509307861,123,52
24,Tripterospermum taiwanense,409.72972972973,17.2552509307861,132,64
24,Tripterospermum taiwanense,409.72972972973,17.2552509307861,175,23
24,Tripterospermum taiwanense,409.72972972973,17.2552509307861,196,85
24,Tripterospermum taiwanense,409.72972972973,17.2552509307861,203,15
25,Periploca calophylla,487.5687186469173,6.94474983215332,2,74
25,Periploca calophylla,487.5687186469173,6.94474983215332,53,80
25,Periploca calophylla,487.5687186469173,6.94474983215332,60,83
25,Periploca calophylla,487.5687186469173,6.94474983215332,81,30
25,Periploca calophylla,487.5687186469173,6.94474983215332,92,65
25,Periploca calophylla,487.5687186469173,6.94474983215332,102,29
25,Periploca calophylla,487.5687186469173,6.94474983215332,151,71
25,Periploca calophylla,487.5687186469173,6.94474983215332,153,40
25,Periploca calophylla,487.5687186469173,6.94474983215332,217,83
25,Periploca calophylla,487.5687186469173,6.94474983215332,261,70
25,Periploca calophylla,487.5687186469173,6.94474983215332,278,41
25,Periploca calophylla,487.5687186469173,6.94474983215332,282,66
25,Periploca calophylla,487.5687186469173,6.94474983215332,286,65
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,9,63
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,77,83
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,96,44
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,130,26
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,141,75
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,152,75
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,173,59
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,182,17
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,191,76
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,193,83
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,236,68
26,Galianthe thalictroides,538.5698986900895,20.007378352852506,275,35
27,Adina pilulifera,448.8832573431087,22.4582500457764,2,74
27,Adina pilulifera,448.8832573431087,22.4582500457764,118,56
27,Adina pilulifera,448.8832573431087,22.4582500457764,234,79
27,Adina pilulifera,448.8832573431087,22.4582500457764,261,70
27,Adina pilulifera,448.8832573431087,22.4582500457764,263,42
27,Adina pilulifera,448.8832573431087,22.4582500457764,268,77
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,10,40
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,52,66
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,54,20
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,73,73
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,118,56
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,127,37
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,174,48
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,185,76
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,238,39
28,Trachelospermum lucidum,482.59414957383086,17.2552509307861,295,87
29,Simira maxonii,697.4133476534317,21.290624618530305,18,29
29,Simira maxonii,697.4133476534317,21.290624618530305,49,88
29,Simira maxonii,697.4133476534317,21.290624618530305,51,67
29,Simira maxonii,697.4133476534317,21.290624618530305,105,83
29,Simira maxonii,697.4133476534317,21.290624618530305,137,62
29,Simira maxonii,697.4133476534317,21.290624618530305,224,43
29,Simira maxonii,697.4133476534317,21.290624618530305,257,55
29,Simira maxonii,697.4133476534317,21.290624618530305,262,83
30,Crossopteryx febrifuga,554.1385145989387,27.32200050354,10,40
30,Crossopteryx febrifuga,554.1385145989387,27.32200050354,36,75
30,Crossopteryx febrifuga,554.1385145989387,27.32200050354,65,82
30,Crossopteryx febrifuga,554.1385145989387,27.32200050354,83,26
30,Crossopteryx febrifuga,554.1385145989387,27.32200050354,121,50
30,Crossopteryx febrifuga,554.1385145989387,27.32200050354,123,52
30,Crossopteryx febrifuga,554.1385145989387,27.32200050354,150,46
30,Crossopteryx febrifuga,554.1385145989387,27.32200050354,163,64
31,Cryptolepis sinensis,531.7731544803028,23.55749988555905,2,74
31,Cryptolepis sinensis,531.7731544803028,23.55749988555905,6,8
31,Cryptolepis sinensis,531.7731544803028,23.55749988555905,29,36
31,Cryptolepis sinensis,531.7731544803028,23.55749988555905,49,88
31,Cryptolepis sinensis,531.7731544803028,23.55749988555905,88,59
31,Cryptolepis sinensis,531.7731544803028,23.55749988555905,95,53
31,Cryptolepis sinensis,531.7731544803028,23.55749988555905,179,52
31,Cryptolepis sinensis,531.7731544803028,23.55749988555905,216,71
31,Cryptolepis sinensis,531.7731544803028,23.55749988555905,301,80
32,Lasianthus gardneri,431.371428571429,26.4429805278778,53,80
32,Lasianthus gardneri,431.371428571429,26.4429805278778,71,70
32,Lasianthus gardneri,431.371428571429,26.4429805278778,91,34
32,Lasianthus gardneri,431.371428571429,26.4429805278778,111,7
32,Lasianthus gardneri,431.371428571429,26.4429805278778,137,62
32,Lasianthus gardneri,431.371428571429,26.4429805278778,166,84
32,Lasianthus gardneri,431.371428571429,26.4429805278778,195,65
32,Lasianthus gardneri,431.371428571429,26.4429805278778,197,82
32,Lasianthus gardneri,431.371428571429,26.4429805278778,211,56
32,Lasianthus gardneri,431.371428571429,26.4429805278778,214,87
32,Lasianthus gardneri,431.371428571429,26.4429805278778,238,39
32,Lasianthus gardneri,431.371428571429,26.4429805278778,282,66
32,Lasianthus gardneri,431.371428571429,26.4429805278778,285,79
33,Dimetia capitellata,596.7441072953343,16.1100006103516,2,74
33,Dimetia capitellata,596.7441072953343,16.1100006103516,35,24
33,Dimetia capitellata,596.7441072953343,16.1100006103516,63,24
33,Dimetia capitellata,596.7441072953343,16.1100006103516,76,82
33,Dimetia capitellata,596.7441072953343,16.1100006103516,90,42
33,Dimetia capitellata,596.7441072953343,16.1100006103516,92,65
33,Dimetia capitellata,596.7441072953343,16.1100006103516,147,74
33,Dimetia capitellata,596.7441072953343,16.1100006103516,152,75
33,Dimetia capitellata,596.7441072953343,16.1100006103516,289,13
33,Dimetia capitellata,596.7441072953343,16.1100006103516,296,82
34,Exallage auricularia,491.85837169342113,25.3211250305176,47,70
34,Exallage auricularia,491.85837169342113,25.3211250305176,117,52
34,Exallage auricularia,491.85837169342113,25.3211250305176,122,70
34,Exallage auricularia,491.85837169342113,25.3211250305176,186,53
34,Exallage auricularia,491.85837169342113,25.3211250305176,249,54
34,Exallage auricularia,491.85837169342113,25.3211250305176,257,55
34,Exallage auricularia,491.85837169342113,25.3211250305176,296,82
34,Exallage auricularia,491.85837169342113,25.3211250305176,304,86
35,Gentianella florida,442.3674599593195,,1,46
35,Gentianella florida,442.3674599593195,,15,61
35,Gentianella florida,442.3674599593195,,57,80
35,Gentianella florida,442.3674599593195,,58,22
35,Gentianella florida,442.3674599593195,,68,22
35,Gentianella florida,442.3674599593195,,90,42
35,Gentianella florida,442.3674599593195,,102,29
35,Gentianella florida,442.3674599593195,,153,40
35,Gentianella florida,442.3674599593195,,167,88
35,Gentianella florida,442.3674599593195,,172,49
35,Gentianella florida,442.3674599593195,,196,85
35,Gentianella florida,442.3674599593195,,199,74
35,Gentianella florida,442.3674599593195,,216,71
35,Gentianella florida,442.3674599593195,,237,84
35,Gentianella florida,442.3674599593195,,261,70
36,Kibatalia macrophylla,612.7114912159931,22.564628585181783,4,41
36,Kibatalia macrophylla,612.7114912159931,22.564628585181783,52,66
36,Kibatalia macrophylla,612.7114912159931,22.564628585181783,92,65
36,Kibatalia macrophylla,612.7114912159931,22.564628585181783,101,66
36,Kibatalia macrophylla,612.7114912159931,22.564628585181783,105,83
36,Kibatalia macrophylla,612.7114912159931,22.564628585181783,156,68
36,Kibatalia macrophylla,612.7114912159931,22.564628585181783,158,70
36,Kibatalia macrophylla,612.7114912159931,22.564628585181783,237,84
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,7,61
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,10,40
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,73,73
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,82,80
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,158,70
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,181,75
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,183,18
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,237,84
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,245,49
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,267,42
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,282,66
37,Vincetoxicum forrestii,271.43180334134667,4.38100004196167,295,87
38,Coffea kapakata,546.6543457972065,23.5872497558594,13,26
38,Coffea kapakata,546.6543457972065,23.5872497558594,26,36
38,Coffea kapakata,546.6543457972065,23.5872497558594,50,65
38,Coffea kapakata,546.6543457972065,23.5872497558594,69,16
38,Coffea kapakata,546.6543457972065,23.5872497558594,135,23
38,Coffea kapakata,546.6543457972065,23.5872497558594,137,62
38,Coffea kapakata,546.6543457972065,23.5872497558594,140,80
38,Coffea kapakata,546.6543457972065,23.5872497558594,171,15
38,Coffea kapakata,546.6543457972065,23.5872497558594,229,10
38,Coffea kapakata,546.6543457972065,23.5872497558594,305,57
39,Odontadenia semidigyna,692.2409765183361,25.6202507019043,107,49
39,Odontadenia semidigyna,692.2409765183361,25.6202507019043,196,85
39,Odontadenia semidigyna,692.2409765183361,25.6202507019043,211,56
39,Odontadenia semidigyna,692.2409765183361,25.6202507019043,215,55
39,Odontadenia semidigyna,692.2409765183361,25.6202507019043,218,64
39,Odontadenia semidigyna,692.2409765183361,25.6202507019043,295,87
40,Schultesia guianensis,550.7622740375004,25.5294990539551,36,75
40,Schultesia guianensis,550.7622740375004,25.5294990539551,66,40
40,Schultesia guianensis,550.7622740375004,25.5294990539551,103,86
40,Schultesia guianensis,550.7622740375004,25.5294990539551,165,74
40,Schultesia guianensis,550.7622740375004,25.5294990539551,171,15
40,Schultesia guianensis,550.7622740375004,25.5294990539551,199,74
40,Schultesia guianensis,550.7622740375004,25.5294990539551,219,27
40,Schultesia guianensis,550.7622740375004,25.5294990539551,242,63
