,accepted_species,Animal Richness,Bio1,Assigned_group,number_of_species_in_group
1,Rauvolfia semperflorens,156.882352941176,23.2912502288818,235,155
1,Rauvolfia semperflorens,156.882352941176,23.2912502288818,268,167
1,Rauvolfia semperflorens,156.882352941176,23.2912502288818,290,224
1,Rauvolfia semperflorens,156.882352941176,23.2912502288818,306,96
1,Rauvolfia semperflorens,156.882352941176,23.2912502288818,321,114
1,Rauvolfia semperflorens,156.882352941176,23.2912502288818,329,180
1,Rauvolfia semperflorens,156.882352941176,23.2912502288818,338,199
1,Rauvolfia semperflorens,156.882352941176,23.2912502288818,348,153
2,Isertia pittieri,753.062548829559,25.1087493896484,21,107
2,Isertia pittieri,753.062548829559,25.1087493896484,34,104
2,Isertia pittieri,753.062548829559,25.1087493896484,43,223
2,Isertia pittieri,753.062548829559,25.1087493896484,64,92
2,Isertia pittieri,753.062548829559,25.1087493896484,81,191
2,Isertia pittieri,753.062548829559,25.1087493896484,92,185
2,Isertia pittieri,753.062548829559,25.1087493896484,110,196
2,Isertia pittieri,753.062548829559,25.1087493896484,119,58
2,Isertia pittieri,753.062548829559,25.1087493896484,141,151
2,Isertia pittieri,753.062548829559,25.1087493896484,159,93
2,Isertia pittieri,753.062548829559,25.1087493896484,169,152
2,Isertia pittieri,753.062548829559,25.1087493896484,187,178
2,Isertia pittieri,753.062548829559,25.1087493896484,210,161
2,Isertia pittieri,753.062548829559,25.1087493896484,217,120
2,Isertia pittieri,753.062548829559,25.1087493896484,277,105
2,Isertia pittieri,753.062548829559,25.1087493896484,290,224
2,Isertia pittieri,753.062548829559,25.1087493896484,294,180
2,Isertia pittieri,753.062548829559,25.1087493896484,316,115
2,Isertia pittieri,753.062548829559,25.1087493896484,323,151
2,Isertia pittieri,753.062548829559,25.1087493896484,340,136
2,Isertia pittieri,753.062548829559,25.1087493896484,347,186
3,Hoppea fastigiata,425.195007966012,,2,60
3,Hoppea fastigiata,425.195007966012,,8,188
3,Hoppea fastigiata,425.195007966012,,21,107
3,Hoppea fastigiata,425.195007966012,,30,190
3,Hoppea fastigiata,425.195007966012,,41,92
3,Hoppea fastigiata,425.195007966012,,45,42
3,Hoppea fastigiata,425.195007966012,,53,186
3,Hoppea fastigiata,425.195007966012,,57,82
3,Hoppea fastigiata,425.195007966012,,84,188
3,Hoppea fastigiata,425.195007966012,,90,39
3,Hoppea fastigiata,425.195007966012,,103,171
3,Hoppea fastigiata,425.195007966012,,148,145
3,Hoppea fastigiata,425.195007966012,,150,105
3,Hoppea fastigiata,425.195007966012,,164,67
3,Hoppea fastigiata,425.195007966012,,177,202
3,Hoppea fastigiata,425.195007966012,,205,119
3,Hoppea fastigiata,425.195007966012,,214,51
3,Hoppea fastigiata,425.195007966012,,217,120
3,Hoppea fastigiata,425.195007966012,,246,149
3,Hoppea fastigiata,425.195007966012,,248,224
3,Hoppea fastigiata,425.195007966012,,249,121
3,Hoppea fastigiata,425.195007966012,,252,139
3,Hoppea fastigiata,425.195007966012,,253,174
3,Hoppea fastigiata,425.195007966012,,259,124
3,Hoppea fastigiata,425.195007966012,,286,27
3,Hoppea fastigiata,425.195007966012,,301,83
3,Hoppea fastigiata,425.195007966012,,314,72
3,Hoppea fastigiata,425.195007966012,,315,129
3,Hoppea fastigiata,425.195007966012,,318,92
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,5,171
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,21,107
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,32,197
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,34,104
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,50,129
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,55,183
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,59,54
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,77,104
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,78,207
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,103,171
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,135,155
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,136,27
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,149,206
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,164,67
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,165,187
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,184,68
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,188,136
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,210,161
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,217,120
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,224,126
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,231,139
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,244,207
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,258,208
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,265,55
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,268,167
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,274,116
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,275,121
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,282,152
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,299,156
4,Rosenbergiodendron longiflorum,768.9857732833278,25.37212562561035,341,111
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,18,91
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,47,96
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,55,183
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,67,45
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,70,107
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,78,207
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,82,196
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,93,95
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,108,195
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,109,123
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,128,55
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,138,164
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,151,168
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,152,183
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,166,187
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,188,136
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,193,189
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,225,187
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,226,176
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,239,219
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,265,55
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,280,216
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,298,185
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,310,121
5,Gentianopsis simplex,256.6851835269742,6.50950002670288,328,194
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,6,167
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,18,91
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,44,185
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,60,162
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,99,169
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,131,221
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,134,85
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,150,105
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,152,183
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,156,185
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,160,177
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,163,183
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,175,219
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,188,136
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,196,204
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,202,214
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,203,159
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,221,36
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,223,60
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,236,145
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,239,219
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,256,41
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,259,124
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,315,129
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,320,128
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,329,180
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,331,119
6,Pauridiantha liebrechtsiana,580.0253664148486,25.1245002746582,334,168
7,Aidia canthioides,483.0162303160816,22.1282501220703,17,173
7,Aidia canthioides,483.0162303160816,22.1282501220703,19,100
7,Aidia canthioides,483.0162303160816,22.1282501220703,34,104
7,Aidia canthioides,483.0162303160816,22.1282501220703,52,160
7,Aidia canthioides,483.0162303160816,22.1282501220703,68,168
7,Aidia canthioides,483.0162303160816,22.1282501220703,79,89
7,Aidia canthioides,483.0162303160816,22.1282501220703,99,169
7,Aidia canthioides,483.0162303160816,22.1282501220703,110,196
7,Aidia canthioides,483.0162303160816,22.1282501220703,121,121
7,Aidia canthioides,483.0162303160816,22.1282501220703,137,217
7,Aidia canthioides,483.0162303160816,22.1282501220703,138,164
7,Aidia canthioides,483.0162303160816,22.1282501220703,148,145
7,Aidia canthioides,483.0162303160816,22.1282501220703,156,185
7,Aidia canthioides,483.0162303160816,22.1282501220703,170,208
7,Aidia canthioides,483.0162303160816,22.1282501220703,197,158
7,Aidia canthioides,483.0162303160816,22.1282501220703,198,146
7,Aidia canthioides,483.0162303160816,22.1282501220703,212,203
7,Aidia canthioides,483.0162303160816,22.1282501220703,224,126
7,Aidia canthioides,483.0162303160816,22.1282501220703,227,189
7,Aidia canthioides,483.0162303160816,22.1282501220703,244,207
7,Aidia canthioides,483.0162303160816,22.1282501220703,257,219
7,Aidia canthioides,483.0162303160816,22.1282501220703,270,72
7,Aidia canthioides,483.0162303160816,22.1282501220703,307,161
7,Aidia canthioides,483.0162303160816,22.1282501220703,334,168
7,Aidia canthioides,483.0162303160816,22.1282501220703,341,111
7,Aidia canthioides,483.0162303160816,22.1282501220703,348,153
8,Morinda elliptica,679.0759137574586,26.939374923706048,5,171
8,Morinda elliptica,679.0759137574586,26.939374923706048,22,170
8,Morinda elliptica,679.0759137574586,26.939374923706048,51,42
8,Morinda elliptica,679.0759137574586,26.939374923706048,64,92
8,Morinda elliptica,679.0759137574586,26.939374923706048,68,168
8,Morinda elliptica,679.0759137574586,26.939374923706048,75,123
8,Morinda elliptica,679.0759137574586,26.939374923706048,81,191
8,Morinda elliptica,679.0759137574586,26.939374923706048,106,178
8,Morinda elliptica,679.0759137574586,26.939374923706048,139,223
8,Morinda elliptica,679.0759137574586,26.939374923706048,156,185
8,Morinda elliptica,679.0759137574586,26.939374923706048,189,138
8,Morinda elliptica,679.0759137574586,26.939374923706048,206,91
8,Morinda elliptica,679.0759137574586,26.939374923706048,208,138
8,Morinda elliptica,679.0759137574586,26.939374923706048,236,145
8,Morinda elliptica,679.0759137574586,26.939374923706048,239,219
8,Morinda elliptica,679.0759137574586,26.939374923706048,244,207
8,Morinda elliptica,679.0759137574586,26.939374923706048,255,183
8,Morinda elliptica,679.0759137574586,26.939374923706048,285,216
8,Morinda elliptica,679.0759137574586,26.939374923706048,296,200
8,Morinda elliptica,679.0759137574586,26.939374923706048,319,136
8,Morinda elliptica,679.0759137574586,26.939374923706048,323,151
8,Morinda elliptica,679.0759137574586,26.939374923706048,329,180
8,Morinda elliptica,679.0759137574586,26.939374923706048,330,86
8,Morinda elliptica,679.0759137574586,26.939374923706048,346,25
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,7,45
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,17,173
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,41,92
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,44,185
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,101,69
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,114,121
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,117,163
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,127,186
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,132,159
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,138,164
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,154,219
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,173,171
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,189,138
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,190,171
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,196,204
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,208,138
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,209,187
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,249,121
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,254,137
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,262,158
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,274,116
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,292,211
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,308,153
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,312,63
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,326,169
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,328,194
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,329,180
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,337,110
9,Gentianella selaginifolia,753.062548829559,6.08249998092651,339,45
10,Saprosma fragrans,676.020618556701,22.1861279736017,5,171
10,Saprosma fragrans,676.020618556701,22.1861279736017,21,107
10,Saprosma fragrans,676.020618556701,22.1861279736017,28,225
10,Saprosma fragrans,676.020618556701,22.1861279736017,29,157
10,Saprosma fragrans,676.020618556701,22.1861279736017,76,72
10,Saprosma fragrans,676.020618556701,22.1861279736017,92,185
10,Saprosma fragrans,676.020618556701,22.1861279736017,110,196
10,Saprosma fragrans,676.020618556701,22.1861279736017,118,39
10,Saprosma fragrans,676.020618556701,22.1861279736017,119,58
10,Saprosma fragrans,676.020618556701,22.1861279736017,163,183
10,Saprosma fragrans,676.020618556701,22.1861279736017,175,219
10,Saprosma fragrans,676.020618556701,22.1861279736017,184,68
10,Saprosma fragrans,676.020618556701,22.1861279736017,258,208
10,Saprosma fragrans,676.020618556701,22.1861279736017,299,156
10,Saprosma fragrans,676.020618556701,22.1861279736017,308,153
10,Saprosma fragrans,676.020618556701,22.1861279736017,319,136
10,Saprosma fragrans,676.020618556701,22.1861279736017,336,204
10,Saprosma fragrans,676.020618556701,22.1861279736017,345,112
10,Saprosma fragrans,676.020618556701,22.1861279736017,348,153
11,Solenandra mexicana,553.1492246479916,24.9444999694824,1,161
11,Solenandra mexicana,553.1492246479916,24.9444999694824,5,171
11,Solenandra mexicana,553.1492246479916,24.9444999694824,15,73
11,Solenandra mexicana,553.1492246479916,24.9444999694824,25,192
11,Solenandra mexicana,553.1492246479916,24.9444999694824,30,190
11,Solenandra mexicana,553.1492246479916,24.9444999694824,44,185
11,Solenandra mexicana,553.1492246479916,24.9444999694824,49,84
11,Solenandra mexicana,553.1492246479916,24.9444999694824,63,144
11,Solenandra mexicana,553.1492246479916,24.9444999694824,92,185
11,Solenandra mexicana,553.1492246479916,24.9444999694824,131,221
11,Solenandra mexicana,553.1492246479916,24.9444999694824,141,151
11,Solenandra mexicana,553.1492246479916,24.9444999694824,145,166
11,Solenandra mexicana,553.1492246479916,24.9444999694824,154,219
11,Solenandra mexicana,553.1492246479916,24.9444999694824,161,176
11,Solenandra mexicana,553.1492246479916,24.9444999694824,175,219
11,Solenandra mexicana,553.1492246479916,24.9444999694824,177,202
11,Solenandra mexicana,553.1492246479916,24.9444999694824,183,157
11,Solenandra mexicana,553.1492246479916,24.9444999694824,195,133
11,Solenandra mexicana,553.1492246479916,24.9444999694824,225,187
11,Solenandra mexicana,553.1492246479916,24.9444999694824,227,189
11,Solenandra mexicana,553.1492246479916,24.9444999694824,234,31
11,Solenandra mexicana,553.1492246479916,24.9444999694824,256,41
11,Solenandra mexicana,553.1492246479916,24.9444999694824,262,158
11,Solenandra mexicana,553.1492246479916,24.9444999694824,278,113
11,Solenandra mexicana,553.1492246479916,24.9444999694824,294,180
11,Solenandra mexicana,553.1492246479916,24.9444999694824,297,86
11,Solenandra mexicana,553.1492246479916,24.9444999694824,299,156
11,Solenandra mexicana,553.1492246479916,24.9444999694824,305,59
11,Solenandra mexicana,553.1492246479916,24.9444999694824,313,161
11,Solenandra mexicana,553.1492246479916,24.9444999694824,324,146
11,Solenandra mexicana,553.1492246479916,24.9444999694824,328,194
11,Solenandra mexicana,553.1492246479916,24.9444999694824,333,165
11,Solenandra mexicana,553.1492246479916,24.9444999694824,338,199
11,Solenandra mexicana,553.1492246479916,24.9444999694824,345,112
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,17,173
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,28,225
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,30,190
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,44,185
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,74,89
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,80,39
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,81,191
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,82,196
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,83,191
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,97,151
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,101,69
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,106,178
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,109,123
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,127,186
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,147,130
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,154,219
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,170,208
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,177,202
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,202,214
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,227,189
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,255,183
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,262,158
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,277,105
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,282,152
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,310,121
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,328,194
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,331,119
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,332,82
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,333,165
12,Nauclea diderrichii,604.3051825888248,25.9892501831055,337,110
13,Palicourea padifolia,559.7127180168557,19.3520002365112,29,157
13,Palicourea padifolia,559.7127180168557,19.3520002365112,37,117
13,Palicourea padifolia,559.7127180168557,19.3520002365112,78,207
13,Palicourea padifolia,559.7127180168557,19.3520002365112,83,191
13,Palicourea padifolia,559.7127180168557,19.3520002365112,95,114
13,Palicourea padifolia,559.7127180168557,19.3520002365112,102,225
13,Palicourea padifolia,559.7127180168557,19.3520002365112,106,178
13,Palicourea padifolia,559.7127180168557,19.3520002365112,108,195
13,Palicourea padifolia,559.7127180168557,19.3520002365112,117,163
13,Palicourea padifolia,559.7127180168557,19.3520002365112,131,221
13,Palicourea padifolia,559.7127180168557,19.3520002365112,152,183
13,Palicourea padifolia,559.7127180168557,19.3520002365112,158,199
13,Palicourea padifolia,559.7127180168557,19.3520002365112,163,183
13,Palicourea padifolia,559.7127180168557,19.3520002365112,169,152
13,Palicourea padifolia,559.7127180168557,19.3520002365112,175,219
13,Palicourea padifolia,559.7127180168557,19.3520002365112,202,214
13,Palicourea padifolia,559.7127180168557,19.3520002365112,213,82
13,Palicourea padifolia,559.7127180168557,19.3520002365112,219,102
13,Palicourea padifolia,559.7127180168557,19.3520002365112,245,151
13,Palicourea padifolia,559.7127180168557,19.3520002365112,258,208
13,Palicourea padifolia,559.7127180168557,19.3520002365112,292,211
13,Palicourea padifolia,559.7127180168557,19.3520002365112,300,219
13,Palicourea padifolia,559.7127180168557,19.3520002365112,308,153
13,Palicourea padifolia,559.7127180168557,19.3520002365112,313,161
13,Palicourea padifolia,559.7127180168557,19.3520002365112,318,92
13,Palicourea padifolia,559.7127180168557,19.3520002365112,321,114
13,Palicourea padifolia,559.7127180168557,19.3520002365112,336,204
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,6,167
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,9,176
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,18,91
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,44,185
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,48,156
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,60,162
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,81,191
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,82,196
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,83,191
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,90,39
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,103,171
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,137,217
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,138,164
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,170,208
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,173,171
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,181,200
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,200,137
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,217,120
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,224,126
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,248,224
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,272,141
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,294,180
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,300,219
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,310,121
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,315,129
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,332,82
14,Asclepias cordifolia,267.01892448805967,11.6117496490479,334,168
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,10,37
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,20,162
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,23,208
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,55,183
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,58,153
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,75,123
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,77,104
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,83,191
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,99,169
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,101,69
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,112,187
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,131,221
15,Dolichopentas longiflora,664.7199467080746,15.444375038147,135,155
