,accepted_species,Assigned_group,Animal Richness,Bio1,number_of_species_in_group
10,Saprosma fragrans,ASS,676.020618556701,22.1861279736017,118
11,Solenandra mexicana,BLZ,553.1492246479916,24.9444999694824,53
11,Solenandra mexicana,COS,553.1492246479916,24.9444999694824,84
11,Solenandra mexicana,ELS,553.1492246479916,24.9444999694824,42
11,Solenandra mexicana,GUA,553.1492246479916,24.9444999694824,67
11,Solenandra mexicana,HON,553.1492246479916,24.9444999694824,63
11,Solenandra mexicana,MXE,553.1492246479916,24.9444999694824,55
11,Solenandra mexicana,MXG,553.1492246479916,24.9444999694824,61
11,Solenandra mexicana,MXS,553.1492246479916,24.9444999694824,67
11,Solenandra mexicana,MXT,553.1492246479916,24.9444999694824,72
11,Solenandra mexicana,NIC,553.1492246479916,24.9444999694824,70
11,Solenandra mexicana,PAN,553.1492246479916,24.9444999694824,89
12,Nauclea diderrichii,BEN,604.3051825888248,25.9892501831055,73
12,Nauclea diderrichii,CAB,604.3051825888248,25.9892501831055,37
12,Nauclea diderrichii,CAF,604.3051825888248,25.9892501831055,95
12,Nauclea diderrichii,CMN,604.3051825888248,25.9892501831055,125
12,Nauclea diderrichii,CON,604.3051825888248,25.9892501831055,102
12,Nauclea diderrichii,EQG,604.3051825888248,25.9892501831055,31
12,Nauclea diderrichii,GAB,604.3051825888248,25.9892501831055,99
12,Nauclea diderrichii,GHA,604.3051825888248,25.9892501831055,85
12,Nauclea diderrichii,GUI,604.3051825888248,25.9892501831055,89
12,Nauclea diderrichii,IVO,604.3051825888248,25.9892501831055,93
12,Nauclea diderrichii,LBR,604.3051825888248,25.9892501831055,77
12,Nauclea diderrichii,NGA,604.3051825888248,25.9892501831055,116
12,Nauclea diderrichii,SIE,604.3051825888248,25.9892501831055,73
12,Nauclea diderrichii,TOG,604.3051825888248,25.9892501831055,51
12,Nauclea diderrichii,UGA,604.3051825888248,25.9892501831055,76
12,Nauclea diderrichii,ZAI,604.3051825888248,25.9892501831055,136
13,Palicourea padifolia,BLZ,559.7127180168557,19.3520002365112,53
13,Palicourea padifolia,CLM,559.7127180168557,19.3520002365112,138
13,Palicourea padifolia,COS,559.7127180168557,19.3520002365112,84
13,Palicourea padifolia,ELS,559.7127180168557,19.3520002365112,42
13,Palicourea padifolia,GUA,559.7127180168557,19.3520002365112,67
13,Palicourea padifolia,HON,559.7127180168557,19.3520002365112,63
13,Palicourea padifolia,MXC,559.7127180168557,19.3520002365112,44
13,Palicourea padifolia,MXE,559.7127180168557,19.3520002365112,55
13,Palicourea padifolia,MXG,559.7127180168557,19.3520002365112,61
13,Palicourea padifolia,MXS,559.7127180168557,19.3520002365112,67
13,Palicourea padifolia,MXT,559.7127180168557,19.3520002365112,72
13,Palicourea padifolia,NIC,559.7127180168557,19.3520002365112,70
13,Palicourea padifolia,PAN,559.7127180168557,19.3520002365112,89
14,Asclepias cordifolia,CAL,267.01892448805967,11.6117496490479,24
14,Asclepias cordifolia,NEV,267.01892448805967,11.6117496490479,20
14,Asclepias cordifolia,ORE,267.01892448805967,11.6117496490479,13
15,Dolichopentas longiflora,BUR,664.7199467080746,15.444375038147,41
15,Dolichopentas longiflora,KEN,664.7199467080746,15.444375038147,85
15,Dolichopentas longiflora,MLW,664.7199467080746,15.444375038147,70
15,Dolichopentas longiflora,RWA,664.7199467080746,15.444375038147,34
15,Dolichopentas longiflora,TAN,664.7199467080746,15.444375038147,109
15,Dolichopentas longiflora,UGA,664.7199467080746,15.444375038147,76
15,Dolichopentas longiflora,ZAI,664.7199467080746,15.444375038147,136
16,Swertia swertopsis,JAP,239.064864864865,,66
17,Bathysa australis,BOL,666.1662247106981,19.6600008010864,122
17,Bathysa australis,BZC,666.1662247106981,19.6600008010864,97
17,Bathysa australis,BZE,666.1662247106981,19.6600008010864,101
17,Bathysa australis,BZL,666.1662247106981,19.6600008010864,109
17,Bathysa australis,BZS,666.1662247106981,19.6600008010864,55
18,Neolamarckia cadamba,AND,528.8470747586747,25.4857501983643,62
18,Neolamarckia cadamba,ASS,528.8470747586747,25.4857501983643,118
18,Neolamarckia cadamba,BAN,528.8470747586747,25.4857501983643,125
18,Neolamarckia cadamba,BOR,528.8470747586747,25.4857501983643,100
18,Neolamarckia cadamba,CBD,528.8470747586747,25.4857501983643,139
18,Neolamarckia cadamba,CHC,528.8470747586747,25.4857501983643,226
18,Neolamarckia cadamba,CHS,528.8470747586747,25.4857501983643,179
18,Neolamarckia cadamba,EHM,528.8470747586747,25.4857501983643,114
18,Neolamarckia cadamba,IND,528.8470747586747,25.4857501983643,142
18,Neolamarckia cadamba,JAW,528.8470747586747,25.4857501983643,102
18,Neolamarckia cadamba,LAO,528.8470747586747,25.4857501983643,120
18,Neolamarckia cadamba,LSI,528.8470747586747,25.4857501983643,50
18,Neolamarckia cadamba,MLY,528.8470747586747,25.4857501983643,152
18,Neolamarckia cadamba,MYA,528.8470747586747,25.4857501983643,174
18,Neolamarckia cadamba,NCB,528.8470747586747,25.4857501983643,44
18,Neolamarckia cadamba,NEP,528.8470747586747,25.4857501983643,108
18,Neolamarckia cadamba,NWG,528.8470747586747,25.4857501983643,69
18,Neolamarckia cadamba,SRL,528.8470747586747,25.4857501983643,92
18,Neolamarckia cadamba,SUL,528.8470747586747,25.4857501983643,63
18,Neolamarckia cadamba,SUM,528.8470747586747,25.4857501983643,99
18,Neolamarckia cadamba,THA,528.8470747586747,25.4857501983643,205
18,Neolamarckia cadamba,VIE,528.8470747586747,25.4857501983643,201
19,Tabernaemontana polyneura,MLY,776.6875,25.7491997352779,152
20,Tabernaemontana glabra,BOL,565.8554776243218,26.5020008087158,122
20,Tabernaemontana glabra,CLM,565.8554776243218,26.5020008087158,138
20,Tabernaemontana glabra,COS,565.8554776243218,26.5020008087158,84
20,Tabernaemontana glabra,ECU,565.8554776243218,26.5020008087158,90
20,Tabernaemontana glabra,ELS,565.8554776243218,26.5020008087158,42
20,Tabernaemontana glabra,GUA,565.8554776243218,26.5020008087158,67
20,Tabernaemontana glabra,HON,565.8554776243218,26.5020008087158,63
20,Tabernaemontana glabra,MXC,565.8554776243218,26.5020008087158,44
20,Tabernaemontana glabra,MXE,565.8554776243218,26.5020008087158,55
20,Tabernaemontana glabra,MXG,565.8554776243218,26.5020008087158,61
20,Tabernaemontana glabra,MXN,565.8554776243218,26.5020008087158,37
20,Tabernaemontana glabra,MXS,565.8554776243218,26.5020008087158,67
20,Tabernaemontana glabra,MXT,565.8554776243218,26.5020008087158,72
20,Tabernaemontana glabra,NIC,565.8554776243218,26.5020008087158,70
20,Tabernaemontana glabra,PAN,565.8554776243218,26.5020008087158,89
20,Tabernaemontana glabra,PER,565.8554776243218,26.5020008087158,121
21,Tabernaemontana divaricata,ASS,555.709255096672,26.0475006103516,118
21,Tabernaemontana divaricata,BAN,555.709255096672,26.0475006103516,125
21,Tabernaemontana divaricata,CBD,555.709255096672,26.0475006103516,139
21,Tabernaemontana divaricata,CHC,555.709255096672,26.0475006103516,226
21,Tabernaemontana divaricata,EHM,555.709255096672,26.0475006103516,114
21,Tabernaemontana divaricata,IND,555.709255096672,26.0475006103516,142
21,Tabernaemontana divaricata,LAO,555.709255096672,26.0475006103516,120
21,Tabernaemontana divaricata,MYA,555.709255096672,26.0475006103516,174
21,Tabernaemontana divaricata,NEP,555.709255096672,26.0475006103516,108
21,Tabernaemontana divaricata,THA,555.709255096672,26.0475006103516,205
21,Tabernaemontana divaricata,VIE,555.709255096672,26.0475006103516,201
21,Tabernaemontana divaricata,WHM,555.709255096672,26.0475006103516,82
22,Hymenodictyon floribundum,ANG,574.0572999341617,23.599250793457,77
22,Hymenodictyon floribundum,BEN,574.0572999341617,23.599250793457,73
22,Hymenodictyon floribundum,BUR,574.0572999341617,23.599250793457,41
22,Hymenodictyon floribundum,CAF,574.0572999341617,23.599250793457,95
22,Hymenodictyon floribundum,CMN,574.0572999341617,23.599250793457,125
22,Hymenodictyon floribundum,CON,574.0572999341617,23.599250793457,102
22,Hymenodictyon floribundum,ERI,574.0572999341617,23.599250793457,21
22,Hymenodictyon floribundum,ETH,574.0572999341617,23.599250793457,47
22,Hymenodictyon floribundum,GAB,574.0572999341617,23.599250793457,99
22,Hymenodictyon floribundum,GHA,574.0572999341617,23.599250793457,85
22,Hymenodictyon floribundum,GUI,574.0572999341617,23.599250793457,89
22,Hymenodictyon floribundum,IVO,574.0572999341617,23.599250793457,93
22,Hymenodictyon floribundum,KEN,574.0572999341617,23.599250793457,85
22,Hymenodictyon floribundum,LBR,574.0572999341617,23.599250793457,77
22,Hymenodictyon floribundum,MLW,574.0572999341617,23.599250793457,70
22,Hymenodictyon floribundum,MOZ,574.0572999341617,23.599250793457,82
22,Hymenodictyon floribundum,NAM,574.0572999341617,23.599250793457,20
22,Hymenodictyon floribundum,NGA,574.0572999341617,23.599250793457,116
22,Hymenodictyon floribundum,RWA,574.0572999341617,23.599250793457,34
22,Hymenodictyon floribundum,SIE,574.0572999341617,23.599250793457,73
22,Hymenodictyon floribundum,SUD,574.0572999341617,23.599250793457,72
22,Hymenodictyon floribundum,TAN,574.0572999341617,23.599250793457,109
22,Hymenodictyon floribundum,TOG,574.0572999341617,23.599250793457,51
22,Hymenodictyon floribundum,UGA,574.0572999341617,23.599250793457,76
22,Hymenodictyon floribundum,ZAI,574.0572999341617,23.599250793457,136
22,Hymenodictyon floribundum,ZAM,574.0572999341617,23.599250793457,68
22,Hymenodictyon floribundum,ZIM,574.0572999341617,23.599250793457,63
23,Hunteria zeylanica,AND,547.286294572672,27.167875289917,62
23,Hunteria zeylanica,CBD,547.286294572672,27.167875289917,139
23,Hunteria zeylanica,CHH,547.286294572672,27.167875289917,84
23,Hunteria zeylanica,IND,547.286294572672,27.167875289917,142
23,Hunteria zeylanica,KEN,547.286294572672,27.167875289917,85
23,Hunteria zeylanica,LAO,547.286294572672,27.167875289917,120
23,Hunteria zeylanica,MLY,547.286294572672,27.167875289917,152
23,Hunteria zeylanica,MOZ,547.286294572672,27.167875289917,82
23,Hunteria zeylanica,MYA,547.286294572672,27.167875289917,174
23,Hunteria zeylanica,NCB,547.286294572672,27.167875289917,44
23,Hunteria zeylanica,SOM,547.286294572672,27.167875289917,34
23,Hunteria zeylanica,SRL,547.286294572672,27.167875289917,92
23,Hunteria zeylanica,SUM,547.286294572672,27.167875289917,99
23,Hunteria zeylanica,TAN,547.286294572672,27.167875289917,109
23,Hunteria zeylanica,THA,547.286294572672,27.167875289917,205
23,Hunteria zeylanica,VIE,547.286294572672,27.167875289917,201
24,Tripterospermum taiwanense,TAI,409.72972972973,17.2552509307861,89
25,Periploca calophylla,ASS,487.5687186469173,6.94474983215332,118
25,Periploca calophylla,CHC,487.5687186469173,6.94474983215332,226
25,Periploca calophylla,CHS,487.5687186469173,6.94474983215332,179
25,Periploca calophylla,CHT,487.5687186469173,6.94474983215332,73
25,Periploca calophylla,EHM,487.5687186469173,6.94474983215332,114
25,Periploca calophylla,IND,487.5687186469173,6.94474983215332,142
25,Periploca calophylla,MYA,487.5687186469173,6.94474983215332,174
25,Periploca calophylla,NEP,487.5687186469173,6.94474983215332,108
25,Periploca calophylla,VIE,487.5687186469173,6.94474983215332,201
25,Periploca calophylla,WHM,487.5687186469173,6.94474983215332,82
26,Galianthe thalictroides,AGE,538.5698986900895,20.007378352852506,35
26,Galianthe thalictroides,BZL,538.5698986900895,20.007378352852506,109
26,Galianthe thalictroides,BZS,538.5698986900895,20.007378352852506,55
26,Galianthe thalictroides,PAR,538.5698986900895,20.007378352852506,51
26,Galianthe thalictroides,URU,538.5698986900895,20.007378352852506,16
27,Adina pilulifera,CHC,448.8832573431087,22.4582500457764,226
27,Adina pilulifera,CHH,448.8832573431087,22.4582500457764,84
27,Adina pilulifera,CHS,448.8832573431087,22.4582500457764,179
27,Adina pilulifera,JAP,448.8832573431087,22.4582500457764,66
27,Adina pilulifera,VIE,448.8832573431087,22.4582500457764,201
28,Trachelospermum lucidum,ASS,482.59414957383086,17.2552509307861,118
28,Trachelospermum lucidum,CHC,482.59414957383086,17.2552509307861,226
28,Trachelospermum lucidum,CHS,482.59414957383086,17.2552509307861,179
28,Trachelospermum lucidum,CHT,482.59414957383086,17.2552509307861,73
28,Trachelospermum lucidum,EHM,482.59414957383086,17.2552509307861,114
28,Trachelospermum lucidum,LAO,482.59414957383086,17.2552509307861,120
28,Trachelospermum lucidum,NEP,482.59414957383086,17.2552509307861,108
28,Trachelospermum lucidum,PAK,482.59414957383086,17.2552509307861,61
28,Trachelospermum lucidum,TAI,482.59414957383086,17.2552509307861,89
28,Trachelospermum lucidum,THA,482.59414957383086,17.2552509307861,205
28,Trachelospermum lucidum,VIE,482.59414957383086,17.2552509307861,201
28,Trachelospermum lucidum,WHM,482.59414957383086,17.2552509307861,82
29,Simira maxonii,CLM,697.4133476534317,21.290624618530305,138
29,Simira maxonii,COS,697.4133476534317,21.290624618530305,84
29,Simira maxonii,NIC,697.4133476534317,21.290624618530305,70
29,Simira maxonii,PAN,697.4133476534317,21.290624618530305,89
30,Crossopteryx febrifuga,ANG,554.1385145989387,27.32200050354,77
30,Crossopteryx febrifuga,BEN,554.1385145989387,27.32200050354,73
30,Crossopteryx febrifuga,BKN,554.1385145989387,27.32200050354,46
30,Crossopteryx febrifuga,BOT,554.1385145989387,27.32200050354,24
30,Crossopteryx febrifuga,BUR,554.1385145989387,27.32200050354,41
30,Crossopteryx febrifuga,CAF,554.1385145989387,27.32200050354,95
30,Crossopteryx febrifuga,CHA,554.1385145989387,27.32200050354,37
30,Crossopteryx febrifuga,CMN,554.1385145989387,27.32200050354,125
30,Crossopteryx febrifuga,CON,554.1385145989387,27.32200050354,102
30,Crossopteryx febrifuga,CPV,554.1385145989387,27.32200050354,15
30,Crossopteryx febrifuga,ETH,554.1385145989387,27.32200050354,47
30,Crossopteryx febrifuga,GAB,554.1385145989387,27.32200050354,99
30,Crossopteryx febrifuga,GAM,554.1385145989387,27.32200050354,29
30,Crossopteryx febrifuga,GHA,554.1385145989387,27.32200050354,85
30,Crossopteryx febrifuga,GNB,554.1385145989387,27.32200050354,48
30,Crossopteryx febrifuga,GUI,554.1385145989387,27.32200050354,89
30,Crossopteryx febrifuga,IVO,554.1385145989387,27.32200050354,93
30,Crossopteryx febrifuga,KEN,554.1385145989387,27.32200050354,85
30,Crossopteryx febrifuga,MLI,554.1385145989387,27.32200050354,41
30,Crossopteryx febrifuga,MLW,554.1385145989387,27.32200050354,70
30,Crossopteryx febrifuga,MOZ,554.1385145989387,27.32200050354,82
30,Crossopteryx febrifuga,NGA,554.1385145989387,27.32200050354,116
30,Crossopteryx febrifuga,RWA,554.1385145989387,27.32200050354,34
30,Crossopteryx febrifuga,SEN,554.1385145989387,27.32200050354,55
30,Crossopteryx febrifuga,SIE,554.1385145989387,27.32200050354,73
30,Crossopteryx febrifuga,SUD,554.1385145989387,27.32200050354,72
30,Crossopteryx febrifuga,TAN,554.1385145989387,27.32200050354,109
30,Crossopteryx febrifuga,TOG,554.1385145989387,27.32200050354,51
30,Crossopteryx febrifuga,TVL,554.1385145989387,27.32200050354,47
30,Crossopteryx febrifuga,UGA,554.1385145989387,27.32200050354,76
30,Crossopteryx febrifuga,ZAI,554.1385145989387,27.32200050354,136
30,Crossopteryx febrifuga,ZAM,554.1385145989387,27.32200050354,68
30,Crossopteryx febrifuga,ZIM,554.1385145989387,27.32200050354,63
31,Cryptolepis sinensis,AND,531.7731544803028,23.55749988555905,62
31,Cryptolepis sinensis,ASS,531.7731544803028,23.55749988555905,118
31,Cryptolepis sinensis,BAN,531.7731544803028,23.55749988555905,125
31,Cryptolepis sinensis,CBD,531.7731544803028,23.55749988555905,139
31,Cryptolepis sinensis,CHC,531.7731544803028,23.55749988555905,226
31,Cryptolepis sinensis,CHH,531.7731544803028,23.55749988555905,84
31,Cryptolepis sinensis,CHS,531.7731544803028,23.55749988555905,179
31,Cryptolepis sinensis,EHM,531.7731544803028,23.55749988555905,114
31,Cryptolepis sinensis,IND,531.7731544803028,23.55749988555905,142
31,Cryptolepis sinensis,JAW,531.7731544803028,23.55749988555905,102
31,Cryptolepis sinensis,LAO,531.7731544803028,23.55749988555905,120
31,Cryptolepis sinensis,MLY,531.7731544803028,23.55749988555905,152
31,Cryptolepis sinensis,MYA,531.7731544803028,23.55749988555905,174
31,Cryptolepis sinensis,PHI,531.7731544803028,23.55749988555905,93
31,Cryptolepis sinensis,TAI,531.7731544803028,23.55749988555905,89
31,Cryptolepis sinensis,THA,531.7731544803028,23.55749988555905,205
31,Cryptolepis sinensis,VIE,531.7731544803028,23.55749988555905,201
32,Lasianthus gardneri,SRL,431.371428571429,26.4429805278778,92
33,Dimetia capitellata,ASS,596.7441072953343,16.1100006103516,118
33,Dimetia capitellata,BAN,596.7441072953343,16.1100006103516,125
33,Dimetia capitellata,BOR,596.7441072953343,16.1100006103516,100
33,Dimetia capitellata,CBD,596.7441072953343,16.1100006103516,139
33,Dimetia capitellata,CHC,596.7441072953343,16.1100006103516,226
33,Dimetia capitellata,JAW,596.7441072953343,16.1100006103516,102
33,Dimetia capitellata,LAO,596.7441072953343,16.1100006103516,120
33,Dimetia capitellata,MLY,596.7441072953343,16.1100006103516,152
33,Dimetia capitellata,MYA,596.7441072953343,16.1100006103516,174
33,Dimetia capitellata,PHI,596.7441072953343,16.1100006103516,93
33,Dimetia capitellata,THA,596.7441072953343,16.1100006103516,205
33,Dimetia capitellata,VIE,596.7441072953343,16.1100006103516,201
34,Exallage auricularia,AND,491.85837169342113,25.3211250305176,62
34,Exallage auricularia,ASS,491.85837169342113,25.3211250305176,118
34,Exallage auricularia,BAN,491.85837169342113,25.3211250305176,125
34,Exallage auricularia,BOR,491.85837169342113,25.3211250305176,100
34,Exallage auricularia,CHC,491.85837169342113,25.3211250305176,226
34,Exallage auricularia,CHH,491.85837169342113,25.3211250305176,84
34,Exallage auricularia,CHS,491.85837169342113,25.3211250305176,179
34,Exallage auricularia,CRL,491.85837169342113,25.3211250305176,14
34,Exallage auricularia,EHM,491.85837169342113,25.3211250305176,114
34,Exallage auricularia,IND,491.85837169342113,25.3211250305176,142
34,Exallage auricularia,JAW,491.85837169342113,25.3211250305176,102
34,Exallage auricularia,LAO,491.85837169342113,25.3211250305176,120
34,Exallage auricularia,LSI,491.85837169342113,25.3211250305176,50
34,Exallage auricularia,MLY,491.85837169342113,25.3211250305176,152
34,Exallage auricularia,MYA,491.85837169342113,25.3211250305176,174
34,Exallage auricularia,NEP,491.85837169342113,25.3211250305176,108
34,Exallage auricularia,NNS,491.85837169342113,25.3211250305176,47
34,Exallage auricularia,NTA,491.85837169342113,25.3211250305176,27
34,Exallage auricularia,NWG,491.85837169342113,25.3211250305176,69
34,Exallage auricularia,PHI,491.85837169342113,25.3211250305176,93
34,Exallage auricularia,QLD,491.85837169342113,25.3211250305176,56
34,Exallage auricularia,SRL,491.85837169342113,25.3211250305176,92
34,Exallage auricularia,SUM,491.85837169342113,25.3211250305176,99
34,Exallage auricularia,THA,491.85837169342113,25.3211250305176,205
34,Exallage auricularia,VAN,491.85837169342113,25.3211250305176,22
34,Exallage auricularia,VIE,491.85837169342113,25.3211250305176,201
35,Gentianella florida,AGW,442.3674599593195,,15
35,Gentianella florida,BOL,442.3674599593195,,122
36,Kibatalia macrophylla,CBD,612.7114912159931,22.564628585181783,139
36,Kibatalia macrophylla,CHC,612.7114912159931,22.564628585181783,226
36,Kibatalia macrophylla,LAO,612.7114912159931,22.564628585181783,120
36,Kibatalia macrophylla,MYA,612.7114912159931,22.564628585181783,174
36,Kibatalia macrophylla,THA,612.7114912159931,22.564628585181783,205
36,Kibatalia macrophylla,VIE,612.7114912159931,22.564628585181783,201
37,Vincetoxicum forrestii,CHC,271.43180334134667,4.38100004196167,226
37,Vincetoxicum forrestii,CHN,271.43180334134667,4.38100004196167,69
37,Vincetoxicum forrestii,CHT,271.43180334134667,4.38100004196167,73
38,Coffea kapakata,ANG,546.6543457972065,23.5872497558594,77
38,Coffea kapakata,CON,546.6543457972065,23.5872497558594,102
39,Odontadenia semidigyna,BLZ,692.2409765183361,25.6202507019043,53
39,Odontadenia semidigyna,BZC,692.2409765183361,25.6202507019043,97
39,Odontadenia semidigyna,BZN,692.2409765183361,25.6202507019043,145
39,Odontadenia semidigyna,CLM,692.2409765183361,25.6202507019043,138
39,Odontadenia semidigyna,COS,692.2409765183361,25.6202507019043,84
39,Odontadenia semidigyna,ECU,692.2409765183361,25.6202507019043,90
39,Odontadenia semidigyna,FRG,692.2409765183361,25.6202507019043,85
39,Odontadenia semidigyna,GUA,692.2409765183361,25.6202507019043,67
39,Odontadenia semidigyna,GUY,692.2409765183361,25.6202507019043,84
39,Odontadenia semidigyna,HON,692.2409765183361,25.6202507019043,63
39,Odontadenia semidigyna,MXS,692.2409765183361,25.6202507019043,67
39,Odontadenia semidigyna,MXT,692.2409765183361,25.6202507019043,72
39,Odontadenia semidigyna,NIC,692.2409765183361,25.6202507019043,70
39,Odontadenia semidigyna,PAN,692.2409765183361,25.6202507019043,89
39,Odontadenia semidigyna,PER,692.2409765183361,25.6202507019043,121
39,Odontadenia semidigyna,SUR,692.2409765183361,25.6202507019043,77
39,Odontadenia semidigyna,TRT,692.2409765183361,25.6202507019043,43
39,Odontadenia semidigyna,VEN,692.2409765183361,25.6202507019043,116
40,Schultesia guianensis,AGE,550.7622740375004,25.5294990539551,35
40,Schultesia guianensis,BKN,550.7622740375004,25.5294990539551,46
40,Schultesia guianensis,BLZ,550.7622740375004,25.5294990539551,53
40,Schultesia guianensis,BOL,550.7622740375004,25.5294990539551,122
40,Schultesia guianensis,BZC,550.7622740375004,25.5294990539551,97
40,Schultesia guianensis,BZE,550.7622740375004,25.5294990539551,101
40,Schultesia guianensis,BZL,550.7622740375004,25.5294990539551,109
40,Schultesia guianensis,BZN,550.7622740375004,25.5294990539551,145
40,Schultesia guianensis,CHA,550.7622740375004,25.5294990539551,37
40,Schultesia guianensis,CLM,550.7622740375004,25.5294990539551,138
40,Schultesia guianensis,COS,550.7622740375004,25.5294990539551,84
40,Schultesia guianensis,CUB,550.7622740375004,25.5294990539551,45
40,Schultesia guianensis,DOM,550.7622740375004,25.5294990539551,34
40,Schultesia guianensis,ECU,550.7622740375004,25.5294990539551,90
40,Schultesia guianensis,ELS,550.7622740375004,25.5294990539551,42
40,Schultesia guianensis,FRG,550.7622740375004,25.5294990539551,85
40,Schultesia guianensis,GAM,550.7622740375004,25.5294990539551,29
40,Schultesia guianensis,GNB,550.7622740375004,25.5294990539551,48
40,Schultesia guianensis,GUA,550.7622740375004,25.5294990539551,67
40,Schultesia guianensis,GUI,550.7622740375004,25.5294990539551,89
40,Schultesia guianensis,GUY,550.7622740375004,25.5294990539551,84
40,Schultesia guianensis,HON,550.7622740375004,25.5294990539551,63
40,Schultesia guianensis,JAM,550.7622740375004,25.5294990539551,26
40,Schultesia guianensis,MLI,550.7622740375004,25.5294990539551,41
40,Schultesia guianensis,MXE,550.7622740375004,25.5294990539551,55
40,Schultesia guianensis,MXG,550.7622740375004,25.5294990539551,61
40,Schultesia guianensis,MXN,550.7622740375004,25.5294990539551,37
40,Schultesia guianensis,MXS,550.7622740375004,25.5294990539551,67
40,Schultesia guianensis,MXT,550.7622740375004,25.5294990539551,72
40,Schultesia guianensis,NGR,550.7622740375004,25.5294990539551,16
40,Schultesia guianensis,NIC,550.7622740375004,25.5294990539551,70
40,Schultesia guianensis,PAN,550.7622740375004,25.5294990539551,89
40,Schultesia guianensis,PAR,550.7622740375004,25.5294990539551,51
40,Schultesia guianensis,SEN,550.7622740375004,25.5294990539551,55
40,Schultesia guianensis,SIE,550.7622740375004,25.5294990539551,73
40,Schultesia guianensis,SUR,550.7622740375004,25.5294990539551,77
40,Schultesia guianensis,TRT,550.7622740375004,25.5294990539551,43
40,Schultesia guianensis,VEN,550.7622740375004,25.5294990539551,116
41,Eustoma russellianum,ARK,268.1025305728577,18.8645000457764,14
41,Eustoma russellianum,COL,268.1025305728577,18.8645000457764,21
41,Eustoma russellianum,KAN,268.1025305728577,18.8645000457764,10
41,Eustoma russellianum,LOU,268.1025305728577,18.8645000457764,16
41,Eustoma russellianum,MNT,268.1025305728577,18.8645000457764,16
41,Eustoma russellianum,MXE,268.1025305728577,18.8645000457764,55
41,Eustoma russellianum,NEB,268.1025305728577,18.8645000457764,12
41,Eustoma russellianum,NWM,268.1025305728577,18.8645000457764,24
41,Eustoma russellianum,OKL,268.1025305728577,18.8645000457764,13
41,Eustoma russellianum,SDA,268.1025305728577,18.8645000457764,13
41,Eustoma russellianum,TEX,268.1025305728577,18.8645000457764,27
41,Eustoma russellianum,WYO,268.1025305728577,18.8645000457764,15
42,Rauvolfia hookeri,IND,419.018587360595,25.8695454603136,142
43,Telosma procumbens,CHC,484.821932721784,20.62114365033764,226
