,Genus,num_species_in_data,FAD,MFAD,APWD,N,MFAD_minmax,APWD_minmax,FAD_minmax,H,Hbc,G,J,H_minmax,Hbc_minmax,G_minmax,J_minmax
20,Araujia,1.0,337.7984692963601,9.38329081378778,0.5361880465021589,36.0,0.0426177796773077,0.5639219109764085,0.0029447985957448,0.126930545341402,0.2088722084269334,0.0540123456790124,0.1831220683013725,0.0718057809893017,0.118160928612966,0.0665667725059117,0.1831220683013725
21,Argostemma,1.0,,,,,,,,,,,,,,,
22,Asclepias,20.0,28116.465026843245,102.24169100670272,0.7462897153773921,275.0,0.4643694784303617,0.7848909075520848,0.2451086498432811,0.5946295117767065,0.6031252927172175,0.2549557476321102,0.3318690493835599,0.336387402871155,0.3411935230357046,0.3142167043172124,0.3318690493835599
23,Asperula,1.0,7.89077903324495,1.57815580664899,0.789077903324495,5.0,0.0071677940926015,0.8298922776343827,6.87888108694968e-05,1.0549201679861442,1.3572884455193177,0.6399999999999999,0.9602297178607612,0.5967780752841582,0.7678305521163413,0.7887591969614757,0.9602297178607612
24,Aspidosperma,32.0,6063.318674687691,48.89773124748138,0.7950850609346566,124.0,0.2220876213239895,0.8362101502933457,0.0528577064187614,0.2101409544536188,0.2594957382175589,0.077824,0.1515846564389547,0.1188786774041974,0.1467991248324452,0.0959131183505154,0.1515846564389547
25,Baroniella,1.0,7.033144366918656,1.406628873383731,0.7033144366918656,5.0,0.0063887393669522,0.7396927696242034,6.13122779937837e-05,0.5004024235381879,0.7913473065443453,0.3199999999999998,0.7219280948873623,0.2830822693974414,0.4476724467121209,0.3943795984807376,0.7219280948873623
26,Bathysa,1.0,,,,,,,,,,,,,,,
27,Beaumontia,3.0,74.91571552044407,4.994381034696271,0.7134830049566102,15.0,0.0226838786930113,0.7503872983164349,0.0006530867186087,0.6909233093138181,0.6909555238369107,0.4977777777777777,0.9967916319816368,0.3908616928695187,0.3908798922638291,0.6134793754144812,0.9967916319816368
28,Benkara,1.0,,,,,,,,,,,,,,,
29,Blackstonia,1.0,21.392604072950764,2.1392604072950765,0.4753912016211281,10.0,0.0097162637841857,0.4999804017049795,0.0001864925870285,0.4741393130578373,0.5124438382305263,0.2975206611570247,0.6840384356390417,0.2682249854065976,0.2898941905356123,0.3666752465213471,0.6840384356390417
30,Boucerosia,1.0,7.1606066025249016,1.0229438003607003,0.3409812667869,7.0,0.004646087856723,0.3586182288620845,6.242344529186424e-05,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
31,Bousigonia,2.0,2.172384609784508,0.7241282032615026,0.7241282032615026,3.0,0.0032889033109127,0.7615831103267527,1.893802290352809e-05,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
32,Bouvardia,1.0,2.156648437601003,0.7188828125336677,0.7188828125336677,3.0,0.0032650793763468,0.7560664062854091,1.8800840938657407e-05,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894,0.3600819396326721,0.603185854663513,0.5477494423343582,0.9182958340544894
33,Breonadia,1.0,0.8823529411764706,0.4411764705882353,0.8823529411764706,2.0,0.0020037705316256,0.9279918864097364,7.692017395875835e-06,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
34,Breonia,1.0,52.24099103344999,4.353415919454165,0.7915301671734847,12.0,0.0197726921376411,0.8324713827169408,0.0004554170933813,0.6829081047004717,0.6830541399031924,0.489795918367347,0.9852281360342516,0.3863274176444153,0.3864100067296685,0.603642242572558,0.9852281360342516
35,Buchozia,1.0,,,,,,,,,,,,,,,
36,Burchellia,1.0,,,,,,,,,,,,,,,
37,Callichilia,3.0,149.34016918265286,7.111436627745374,0.7111436627745374,21.0,0.0322992908783188,0.7479269556766687,0.0013018908031568,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
38,Calotropis,2.0,1481.068307083453,23.509020747356395,0.7583555079792386,63.0,0.1067751481354388,0.7975807928747164,0.0129113902735751,0.494931407168099,0.5592702947449618,0.2302847064751826,0.3570175433508064,0.2799872649428175,0.3163843474936449,0.2838112189873034,0.3570175433508064
39,Calycophyllum,1.0,64.60773540619618,4.307182360413079,0.6153117657732969,15.0,0.019562704866436,0.6471382364167433,0.0005632256679396,0.3926744672275521,0.4282343250170821,0.231111111111111,0.5665095065529053,0.2221395702507497,0.2422560947148025,0.2848297100138661,0.5665095065529053
40,Canscora,2.0,230.1236437944599,8.218701564087853,0.6087927084509521,28.0,0.0373283552053151,0.6402819864742773,0.0020061304141052,0.8401356023131106,0.8504459143237431,0.4911111111111111,0.7647243809111579,0.4752724641555059,0.4811050724670687,0.6052631337794658,0.7647243809111579
41,Canthium,1.0,20.402360786298672,2.266928976255408,0.566732244063852,9.0,0.0102961190877935,0.5960459808257754,0.0001778600226298,1.0608569471580214,1.1113254940861212,0.6419753086419753,0.965633607142825,0.6001365660544535,0.6286870491840251,0.7911936389274062,0.965633607142825
42,Caralluma,2.0,144.2050184869808,6.0085424369575335,0.5224819510397856,24.0,0.0272900779525814,0.5495068795418434,0.001257124512211,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
43,Carapichea,3.0,2402.3459679591147,31.199298285183307,0.8210341653995608,77.0,0.1417034648921647,0.8635014498167795,0.0209427385733141,0.8111291402055163,0.8806668477125457,0.5245954174010575,0.5851059940475135,0.458863240829708,0.4982013323269373,0.6465304064983255,0.5851059940475135
44,Carissa,3.0,1138.3657318810174,21.891648690019565,0.8584960270595908,52.0,0.0994292385431951,0.9029009939764662,0.0099238395474974,1.338186915314305,1.4331487770542666,0.6984692061231756,0.7468563377487475,0.757024688622888,0.8107454391018575,0.8608187658188055,0.7468563377487475
45,Cascabela,2.0,2220.8202908910107,28.84182195962352,0.7589953147269346,77.0,0.1309960906211312,0.7982536930748795,0.0193602667520673,0.6717232186530262,0.6861186455155299,0.4095125653567213,0.6114288230540205,0.3800000243778616,0.3881436257286753,0.5046981284318771,0.6114288230540205
46,Catharanthus,6.0,57415.36512486398,156.87258230837153,0.8595757934705289,366.0,0.7124964240056126,0.9040366103741768,0.5005253189751521,1.315689009916,1.315690476333968,0.6409529371205032,0.7343000176708089,0.7442974158974491,0.744298198509452,0.7899336312082302,0.7343000176708089
47,Catunaregam,3.0,575.8999187240704,14.766664582668472,0.7771928727720249,39.0,0.067068416639943,0.817392504122302,0.0050204764855235,0.8528530929155265,0.9711607582733488,0.5088757396449703,0.6152034638780222,0.4824668659637893,0.5493945695039346,0.6271569058680372,0.6152034638780222
48,Centaurium,5.0,1011.99918783662,20.2399837567324,0.8261217859890775,50.0,0.0919275748279305,0.8688522231954091,0.0088222240717783,1.0594566565733778,1.193533811880518,0.5453898184407262,0.5912940184040575,0.5993444087469131,0.675193050357914,0.6721581800379254,0.5912940184040575
49,Cephalanthus,5.0,344.72135170533375,11.490711723511124,0.7924628774835258,30.0,0.0521894322883479,0.8334523366637082,0.0030051496519202,1.1396856259428152,1.175956066230318,0.6377777777777778,0.8221094003600669,0.6447306771824913,0.6652491580392923,0.786020449749804,0.8221094003600669
50,Cerbera,4.0,1863.773851878488,26.62534074112126,0.771749006989022,70.0,0.1209290991888484,0.8116670590746611,0.0162476716760448,0.7165994874445631,0.7554498614035423,0.4741122793096608,0.6522769632527272,0.4053869438131716,0.4273649319660694,0.5843131573404109,0.6522769632527272
51,Ceriscoides,1.0,,,,,,,,,,,,,,,
52,Ceropegia,2.0,124.35561847183048,4.974224738873219,0.4145187282394349,25.0,0.0225923312187249,0.4359593521138884,0.0010840849913015,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
53,Chassalia,2.0,3.4661728584082576,0.8665432146020644,0.5776954764013763,4.0,0.0039357351843461,0.6075762769048958,3.021677684718752e-05,0.5623351446188083,0.8922673623509298,0.375,0.8112781244591328,0.3181181813130895,0.5047638501093799,0.4621635919696147,0.8112781244591328
54,Chimarrhis,2.0,342.7255760059593,11.055663742127718,0.7370442494751812,31.0,0.0502134966184855,0.7751672278963113,0.0029877512383359,0.793807480627502,0.864625007270246,0.5119667013527576,0.7225547072569756,0.449064218138324,0.4891263157050576,0.6309663191094012,0.7225547072569756
55,Chiococca,1.0,206.7821354499844,8.990527628260192,0.8173206934781994,23.0,0.0408338964706212,0.8595959017615545,0.0018026480207759,1.0014223119682,1.1131863987427848,0.551984877126654,0.7223735016560413,0.5665138443830032,0.6297397800568759,0.6802861694020289,0.7223735016560413
56,Chione,1.0,32.1938817681045,3.2193881768104498,0.7154195948467665,10.0,0.0146220743593954,0.7524240566491855,0.0002806540184145,0.639031859650177,1.0001114412098489,0.3399999999999998,0.5816718657178868,0.3615062208691206,0.5657722370046497,0.4190283233857838,0.5816718657178868
57,Chironia,4.0,147.67393477079733,6.712451580490788,0.6392811029038845,22.0,0.03048714872309,0.6723473668471889,0.0012873652051976,0.9680045912248362,0.9704140534660426,0.5729166666666666,0.8811157504877227,0.5476091313337879,0.5489721517294707,0.7060832655091336,0.8811157504877227
58,Chonemorpha,1.0,4.62608490843785,1.1565212271094625,0.7710141514063084,4.0,0.0052527804825846,0.8108941937204277,4.032844900256963e-05,0.6931471805599453,0.7393569925972749,0.5,1.0,0.3921197573583957,0.4182610481295543,0.6162181226261529,1.0
59,Ciliosemina,2.0,79.44862553126934,4.965539095704334,0.6620718794272445,16.0,0.0225528820708435,0.6963169766389986,0.0006926029042869,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
60,Cinchona,3.0,2897.181380159659,33.68815558325185,0.7926624843118082,86.0,0.1530075557577581,0.8336622679831086,0.025256525518555,1.084998839650615,1.0983213186538867,0.6206057328285559,0.7826612226671109,0.6137938574521058,0.6213304675856826,0.7648569991492812,0.7826612226671109
61,Coelospermum,4.0,34.21031217361191,3.421031217361191,0.760229159413598,10.0,0.0155379128265382,0.7995513573143014,0.0002982324918721,1.193549604098133,1.459463630587622,0.6599999999999999,0.860964047443681,0.6752020267558372,0.8256319936762215,0.8134079218665218,0.860964047443681
62,Coffea,22.0,43018.318616790086,139.2178596012624,0.9040120753328728,309.0,0.6323107943020168,0.9507713206087112,0.3750173424939025,1.7676925672643722,1.767692678779552,0.8114009985119179,0.90841428013649,1.0,1.0,1.0,0.90841428013649
63,Comastoma,1.0,0.2195121951219512,0.1097560975609756,0.2195121951219512,2.0,0.0004984990103068,0.2308662741799831,1.913623839949598e-06,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
64,Coprosma,12.0,104.17851277109182,5.787695153949546,0.6809053122293582,18.0,0.0262870161231712,0.7161245525170836,0.0009081886568466,0.900908873225472,0.9352264217934734,0.537037037037037,0.820042596026009,0.5096524644099689,0.5290661849882023,0.6618639094873494,0.820042596026009
65,Coptosperma,1.0,,,,,,,,,,,,,,,
66,Cordiera,2.0,765.9702782809736,17.813262285604036,0.8482505850287637,43.0,0.0809056974240272,0.8921256152888721,0.0066774375992959,0.7321645598907871,0.7891149664112365,0.4694429421308814,0.6664449027585687,0.4141922489518995,0.4464095913753833,0.5785584969599791,0.6664449027585687
67,Corynanthe,4.0,43.43211489668602,3.6193429080571686,0.6580623469194852,12.0,0.01643862070283,0.6921000545187689,0.0003786246611016,0.271189373041844,0.4412193857327778,0.1420118343195262,0.3912435636292555,0.1534143312383377,0.2496018629422643,0.1750205318701495,0.3912435636292555
68,Coussarea,4.0,643.9352672161592,15.70573822478437,0.7852869112392186,41.0,0.0713335763130989,0.8259051997515919,0.0056135827808772,0.8786857869752522,0.8789659703794979,0.5080309339678764,0.7998142711843476,0.4970806594130109,0.4972391303822972,0.6261157367313916,0.7998142711843476
69,Coutarea,1.0,57.37110901159876,3.5856943132249226,0.4780925750966563,16.0,0.0162857928272509,0.5028215013947592,0.0005001395110096,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
70,Coutoubea,1.0,5.805915817481238,1.1611831634962475,0.5805915817481238,5.0,0.0052739544376229,0.6106221808040612,5.06137661959972e-05,0.6730116670092565,0.7070860020527115,0.48,0.9709505944546688,0.3807289115045549,0.4000050520890865,0.5915693977211068,0.9709505944546688
71,Craspidospermum,1.0,0.8202247191011236,0.4101123595505618,0.8202247191011236,2.0,0.0018626810709718,0.8626501356063542,7.150407182233642e-06,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
72,Crioceras,1.0,55.136901856658014,4.241300142819847,0.7068833571366412,13.0,0.0192634757484474,0.7434462894023295,0.0004806625426675,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
73,Crossopteryx,1.0,54.85633429268543,4.219718022514264,0.7032863370857106,13.0,0.0191654523506432,0.739663216590144,0.0004782166613404,0.6172417697303416,0.6203112195798863,0.4260355029585799,0.8904916402194913,0.3491793658925468,0.3509157598639605,0.52506159561045,0.8904916402194913
74,Crucianella,2.0,34.19483509113142,3.108621371921038,0.6217242743842075,11.0,0.0141189848378174,0.6538824265075286,0.0002980975685527,0.5859526183035508,0.5969524130464751,0.396694214876033,0.8453509366224364,0.3314788041510824,0.3377014682544378,0.4889003286951296,0.8453509366224364
75,Cruciata,4.0,169.25213269413945,7.358788378006063,0.6689807616369148,23.0,0.0334227328140539,0.7035832148250311,0.0014754757288353,0.6460905050608089,0.6461102488260164,0.4536862003780718,0.9321115676166748,0.3654993617248044,0.3655105078967137,0.5591393173167362,0.9321115676166748
76,Cruckshanksia,2.0,1.8220957125066717,0.6073652375022238,0.6073652375022238,3.0,0.0027585799469724,0.6387806808213043,1.588433750655904e-05,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
77,Cryptolepis,5.0,1290.9718524996608,23.472215499993837,0.8693413148145864,55.0,0.1066079831232704,0.914307244891203,0.0112542016732819,1.31454764753206,1.352394813976981,0.694214876033058,0.8167743765548241,0.7436517366627922,0.7650621797623214,0.855575575216477,0.8167743765548241
78,Cryptostegia,2.0,292.6706317358549,9.755687724528496,0.6728060499674825,30.0,0.0443091617104786,0.707606362896835,0.0025513912693173,0.6108643020548935,0.6108724432642123,0.42,0.8812908992306927,0.3455715735685016,0.3455761573250221,0.5176232230059685,0.8812908992306927
79,Curtia,1.0,7.006378497421447,1.1677297495702412,0.4670918998280964,6.0,0.0053036882451406,0.4912518256812738,6.107894332215699e-05,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
80,Cyclocotyla,1.0,,,,,,,,,,,,,,,
81,Cynanchum,13.0,5274.048291003003,44.31973353784037,0.7511819243701756,119.0,0.2012949056739517,0.7900361618375985,0.0459771473612289,1.0159479883755789,1.016999059550939,0.4994444444444444,0.6312439768733096,0.57473115358958,0.5753257179596932,0.615533435823235,0.6312439768733096
82,Cyrtophyllum,1.0,10.696077910302009,1.7826796517170014,0.7130718606868006,6.0,0.0080967168277955,0.7499548879637041,9.324433966751116e-05,0.7963116401738128,1.2257860513918968,0.4489795918367346,0.7248340915057597,0.4504808443055009,0.6934384387665181,0.553338722358178,0.7248340915057597
83,Damnacanthus,4.0,124.77495675132104,6.238747837566052,0.6567102986911634,20.0,0.0283356432279584,0.6906780727613959,0.0010877406229542,0.4227090878059908,0.4341835549247441,0.2550000000000001,0.6098403047164005,0.2391304323127651,0.2456216287689286,0.3142712425393381,0.6098403047164005
84,Debia,1.0,1.0779340709683347,0.2694835177420837,0.1796556784947224,4.0,0.0012239617649835,0.188948213589277,9.397019308895112e-06,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
85,Decalepis,1.0,20.603445950379957,2.575430743797494,0.7358373553707126,8.0,0.011697297056172,0.7738979082347149,0.0001796130066206,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
86,Deppea,1.0,,,,,,,,,,,,,,,
87,Desmidorchis,3.0,237.9925793441209,7.67717997884261,0.5118119985895073,31.0,0.0348688292172069,0.5382850329993094,0.0020747288017915,0.2392170938165126,0.2648276824621144,0.1207075962539021,0.3451173149449526,0.1353273177963959,0.1498154547118204,0.1487644167005904,0.3451173149449526
88,Dimetia,3.0,355.2130478838236,11.840434929460788,0.8165817192731577,30.0,0.0537778330781118,0.8588187047528038,0.003096612269373,1.329661348854758,1.332191873209549,0.7222222222222223,0.9591479170272448,0.7522016969910679,0.7536331904306575,0.8900928437933322,0.9591479170272448
89,Dioecrescis,1.0,12.724744067051708,1.8178205810073869,0.6059401936691289,7.0,0.0082563227072118,0.6372819278244286,0.0001109294797514,0.7963116401738128,1.2257860513918968,0.4489795918367346,0.7248340915057597,0.4504808443055009,0.6934384387665181,0.553338722358178,0.7248340915057597
90,Diplorhynchus,1.0,2.210631364168222,0.7368771213894073,0.7368771213894073,3.0,0.0033468073655435,0.7749914552543766,1.9271443563590787e-05,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
91,Diplospora,2.0,1292.583930648826,21.54306551081377,0.7302734071462293,60.0,0.0978460156179524,0.7680461695848274,0.0112682551575377,0.3602305211946064,0.3603773463156675,0.2061111111111111,0.5197027865043053,0.2037857305425504,0.203868778007543,0.2540188038825586,0.5197027865043053
92,Dischidanthus,1.0,73.47600035209196,4.898400023472798,0.6997714319246853,15.0,0.0222479444700715,0.7359665059897552,0.0006405358292726,0.2449300267946353,0.3995782774403453,0.1244444444444445,0.3533593350214213,0.1385591767089238,0.2260451051458909,0.1533698438536204,0.3533593350214213
93,Dischidia,1.0,36.79759562279208,3.679759562279208,0.8177243471731573,10.0,0.0167130258885556,0.8600204340959069,0.0003207874450778,0.6730116670092565,0.675273474551831,0.48,0.9709505944546688,0.3807289115045549,0.3820084128073961,0.5915693977211068,0.9709505944546688
94,Diyaminauclea,1.0,,,,,,,,,,,,,,,
95,Dolichopentas,1.0,33.48443035179899,3.348443035179899,0.7440984522621998,10.0,0.0152082260229668,0.7825863032412791,0.0002919045301913,0.3250829733914482,0.525614975403492,0.1799999999999999,0.4689955935892811,0.1839024383603857,0.2973452239256806,0.221838524145415,0.4689955935892811
96,Dunnia,1.0,0.8255813953488372,0.4127906976744186,0.8255813953488372,2.0,0.0018748457609861,0.8682838813151564,7.197104648699329e-06,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
97,Duroia,1.0,9.803267706616229,1.6338779511027044,0.6535511804410817,6.0,0.007420877378903,0.6873555518432066,8.54611598338158e-05,0.6931471805599453,0.7041495167593095,0.5,1.0,0.3921197573583957,0.3983438553614803,0.6162181226261529,1.0
98,Dyera,1.0,3.4295978973945083,0.8573994743486271,0.5715996495657514,4.0,0.0038942054145371,0.6011651486812213,2.989793024596678e-05,0.5623351446188083,0.8922673623509298,0.375,0.8112781244591328,0.3181181813130895,0.5047638501093799,0.4621635919696147,0.8112781244591328
99,Echites,1.0,,,,,,,,,,,,,,,
100,Emmenopterys,1.0,0.2839506172839506,0.1419753086419753,0.2839506172839506,2.0,0.0006448347965972,0.2986377181779481,2.475373499413541e-06,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894,0.3600819396326721,0.603185854663513,0.5477494423343582,0.9182958340544894
101,Enicostema,2.0,,,,,,,,,,,,,,,
102,Eumachia,7.0,99.8025196323222,4.752500934872486,0.4752500934872485,21.0,0.0215852883362606,0.49983199487452,0.0008700404127859,0.3676494774001419,0.592933112202546,0.1694214876033056,0.3346489759784661,0.2079827025403547,0.3354277128148305,0.2088011820468781,0.3346489759784661
103,Eustoma,1.0,170.60266273350135,7.754666487886425,0.7385396655129929,22.0,0.0352207636329601,0.776739993039527,0.0014872491361326,0.8367742263818622,0.925483017481834,0.5330578512396694,0.7616647246830963,0.4733709027677979,0.5235542515912918,0.6569598166840804,0.7616647246830963
104,Exacum,2.0,10.411246410845877,1.7352077351409794,0.6940830940563918,6.0,0.0078811050854286,0.7299839437489638,9.076128697230652e-05,1.0114042647073516,1.257316134209515,0.6111111111111112,0.9206198357143048,0.5721607271747318,0.7112752964941788,0.7531554832097426,0.9206198357143048
105,Exallage,2.0,38.64834417243209,3.864834417243209,0.8588520927207131,10.0,0.0175536136470716,0.9032754768269567,0.0003369215671222,1.0296530140645737,1.079211089679745,0.62,0.9372305632161296,0.5824842131106733,0.610519635361534,0.7641104720564297,0.9372305632161296
106,Exostema,2.0,86.00143585578142,4.777857547543412,0.5621008879462838,18.0,0.0217004550249648,0.5911750718055743,0.0007497278127627,0.2145591551764049,0.3510231045086939,0.1049382716049383,0.309543429150325,0.1213780943303112,0.1985769974173603,0.1293297294400568,0.309543429150325
107,Fadogia,1.0,17.754405311239122,2.2193006639048902,0.6340859039728258,8.0,0.0100797970146063,0.666883450730041,0.0001547761537751,0.6931471805599453,0.6958654047974353,0.5,1.0,0.3921197573583957,0.3936574570631099,0.6162181226261529,1.0
108,Fagraea,5.0,246.7936183860936,9.492062245618984,0.7593649796495188,26.0,0.0431118064541562,0.7986424785969076,0.0021514529132592,0.6901856760188042,0.6901857131573994,0.4970414201183433,0.9957274520849256,0.3904444069066347,0.3904444032850306,0.6125718615455249,0.9957274520849256
109,Faramea,3.0,59.6218138458766,4.586293372759738,0.7643822287932897,13.0,0.0208303935553789,0.8039192406274254,0.0005197602998463,0.8981370031878679,1.021218923608283,0.5562130177514794,0.8175195311866702,0.5080843919470668,0.5777129338530449,0.6854970831580873,0.8175195311866702
110,Feretia,1.0,8.191782529093947,1.3652970881823243,0.5461188352729298,6.0,0.0062010153636851,0.5743663612353227,7.141284487929204e-05,0.4505612088663046,0.716345036462323,0.2777777777777777,0.6500224216483541,0.2548866342542695,0.4052429729792743,0.3423434014589737,0.6500224216483541
111,Forsteronia,1.0,0.3367231638418078,0.1122410546139359,0.1122410546139359,3.0,0.0005097853867277,0.1180466264043119,2.9354244917142727e-06,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
112,Frasera,4.0,46.5645781989272,3.581890630686708,0.596981771781118,13.0,0.0162685169580923,0.6278601392870379,0.0004059322849428,0.9276173343271816,0.9665722427905944,0.5511111111111111,0.8443536850036222,0.5247616873576237,0.5467988041099621,0.6792093084946041,0.8443536850036222
113,Funastrum,1.0,1.0410972272879744,0.2602743068219936,0.1735162045479957,4.0,0.0011821346352715,0.1824911806453058,9.075889714176824e-06,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
114,Funtumia,2.0,23.63266628084773,2.625851808983081,0.6564629522457702,9.0,0.0119263034772474,0.6904179325343446,0.0002060205974956,0.6909233093138181,0.6909555238369107,0.4977777777777777,0.9967916319816368,0.3908616928695187,0.3908798922638291,0.6134793754144812,0.9967916319816368
115,Galianthe,1.0,0.1999999999999999,0.0999999999999999,0.1999999999999999,2.0,0.0004541879871684,0.2103448275862068,1.7435239430651892e-06,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
116,Galium,24.0,7198.1983332032,53.31998765335703,0.7958207112441348,135.0,0.2421729786812653,0.8369838514809004,0.0627511557043585,1.131849300267583,1.1414489291521472,0.6575582990397806,0.8164566862648426,0.6402975954236199,0.6457281533463299,0.8103986811030801,0.8164566862648426
